EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-12-2024
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 FX   : wind gust in 0.1 m/s
23-27 Q_FX : Quality code for FX (0='valid'; 1='suspect'; 9='missing')

This is the series of GERMANY, KOLN-BONN (SOUID: 121049)
See file sources.txt for more info.



 SOUID,    DATE,   FX, Q_FX
121049,19760307,  108,    0
121049,19760308,   57,    0
121049,19760309,   62,    0
121049,19760310,   46,    0
121049,19760311,   93,    0
121049,19760312,  113,    0
121049,19760313,  108,    0
121049,19760314,   57,    0
121049,19760315,   77,    0
121049,19760316,   62,    0
121049,19760317,   46,    0
121049,19760318,   82,    0
121049,19760319,   77,    0
121049,19760320,   82,    0
121049,19760321,  103,    0
121049,19760322,  118,    0
121049,19760323,   72,    0
121049,19760324,   61,    0
121049,19760325,  113,    0
121049,19760326,  139,    0
121049,19760327,   98,    0
121049,19760328,   61,    0
121049,19760329,  118,    0
121049,19760330,  144,    0
121049,19760331,   93,    0
121049,19760401,   82,    0
121049,19760402,   82,    0
121049,19760403,  108,    0
121049,19760404,   57,    0
121049,19760405,   67,    0
121049,19760406,   93,    0
121049,19760407,   77,    0
121049,19760408,  108,    0
121049,19760409,   57,    0
121049,19760410,   57,    0
121049,19760411,   67,    0
121049,19760412,   62,    0
121049,19760413,   57,    0
121049,19760414,   82,    0
121049,19760415,  113,    0
121049,19760416,   93,    0
121049,19760417,   41,    0
121049,19760418,   72,    0
121049,19760419,   77,    0
121049,19760420,   93,    0
121049,19760421,   82,    0
121049,19760422,  118,    0
121049,19760423,  118,    0
121049,19760424,  103,    0
121049,19760425,   87,    0
121049,19760426,   87,    0
121049,19760427,  103,    0
121049,19760428,  103,    0
121049,19760429,   82,    0
121049,19760430,   77,    0
121049,19760501,   67,    0
121049,19760502,   72,    0
121049,19760503,  149,    0
121049,19760504,  134,    0
121049,19760505,   62,    0
121049,19760506,   67,    0
121049,19760507,   88,    0
121049,19760508,   82,    0
121049,19760509,   88,    0
121049,19760510,   88,    0
121049,19760511,   93,    0
121049,19760512,  139,    0
121049,19760513,  129,    0
121049,19760514,   57,    0
121049,19760515,   82,    0
121049,19760516,   72,    0
121049,19760517,   88,    0
121049,19760518,  113,    0
121049,19760519,   77,    0
121049,19760520,  118,    0
121049,19760521,  118,    0
121049,19760522,   51,    0
121049,19760523,   82,    0
121049,19760524,   85,    0
121049,19760525,   88,    0
121049,19760526,  165,    0
121049,19760527,  108,    0
121049,19760528,   57,    0
121049,19760529,  118,    0
121049,19760530,  124,    0
121049,19760531,  144,    0
121049,19760601,  118,    0
121049,19760602,  103,    0
121049,19760603,   67,    0
121049,19760604,   72,    0
121049,19760605,   57,    0
121049,19760606,   51,    0
121049,19760607,   82,    0
121049,19760608,   87,    0
121049,19760609,   77,    0
121049,19760610,   82,    0
121049,19760611,   51,    0
121049,19760612,   67,    0
121049,19760613,   93,    0
121049,19760614,   62,    0
121049,19760615,  113,    0
121049,19760616,   98,    0
121049,19760617,   62,    0
121049,19760618,   67,    0
121049,19760619,  108,    0
121049,19760620,  108,    0
121049,19760621,   51,    0
121049,19760622,   57,    0
121049,19760623,   57,    0
121049,19760624,   51,    0
121049,19760625,   67,    0
121049,19760626,   67,    0
121049,19760627,   67,    0
121049,19760628,   93,    0
121049,19760629,   72,    0
121049,19760630,   93,    0
121049,19760701,  121,    0
121049,19760702,   67,    0
121049,19760703,   67,    0
121049,19760704,   62,    0
121049,19760705,   93,    0
121049,19760706,   93,    0
121049,19760707,   72,    0
121049,19760708,  103,    0
121049,19760709,  108,    0
121049,19760710,   98,    0
121049,19760711,   69,    0
121049,19760712,  108,    0
121049,19760713,   62,    0
121049,19760714,   82,    0
121049,19760715,   62,    0
121049,19760716,  124,    0
121049,19760717,   72,    0
121049,19760718,   49,    0
121049,19760719,   77,    0
121049,19760720,   98,    0
121049,19760721,   87,    0
121049,19760722,   77,    0
121049,19760723,   67,    0
121049,19760724,  103,    0
121049,19760725,   77,    0
121049,19760726,   77,    0
121049,19760727,   90,    0
121049,19760728,   98,    0
121049,19760729,   67,    0
121049,19760730,  134,    0
121049,19760731,   98,    0
121049,19760801,   87,    0
121049,19760802,   98,    0
121049,19760803,   62,    0
121049,19760804,   77,    0
121049,19760805,   63,    0
121049,19760806,   51,    0
121049,19760807,   93,    0
121049,19760808,   72,    0
121049,19760809,   67,    0
121049,19760810,   62,    0
121049,19760811,   67,    0
121049,19760812,   72,    0
121049,19760813,   67,    0
121049,19760814,   57,    0
121049,19760815,   62,    0
121049,19760816,   82,    0
121049,19760817,  113,    0
121049,19760818,   72,    0
121049,19760819,   82,    0
121049,19760820,   67,    0
121049,19760821,   82,    0
121049,19760822,  103,    0
121049,19760823,   93,    0
121049,19760824,   93,    0
121049,19760825,   67,    0
121049,19760826,   87,    0
121049,19760827,   82,    0
121049,19760828,   67,    0
121049,19760829,   77,    0
121049,19760830,   46,    0
121049,19760831,   51,    0
121049,19760901,   51,    0
121049,19760902,   82,    0
121049,19760903,   87,    0
121049,19760904,   77,    0
121049,19760905,   57,    0
121049,19760906,   51,    0
121049,19760907,   46,    0
121049,19760908,   87,    0
121049,19760909,   82,    0
121049,19760910,  144,    0
121049,19760911,  134,    0
121049,19760912,   82,    0
121049,19760913,   93,    0
121049,19760914,   87,    0
121049,19760915,   82,    0
121049,19760916,   67,    0
121049,19760917,   51,    0
121049,19760918,   62,    0
121049,19760919,   51,    0
121049,19760920,   59,    0
121049,19760921,   69,    0
121049,19760922,   98,    0
121049,19760923,   72,    0
121049,19760924,   51,    0
121049,19760925,   87,    0
121049,19760926,   98,    0
121049,19760927,   72,    0
121049,19760928,   67,    0
121049,19760929,   67,    0
121049,19760930,   67,    0
121049,19761001,   87,    0
121049,19761002,   82,    0
121049,19761003,   77,    0
121049,19761004,  113,    0
121049,19761005,   77,    0
121049,19761006,  103,    0
121049,19761007,  108,    0
121049,19761008,   67,    0
121049,19761009,   61,    0
121049,19761010,   51,    0
121049,19761011,  103,    0
121049,19761012,   77,    0
121049,19761013,   72,    0
121049,19761014,   93,    0
121049,19761015,  118,    0
121049,19761016,   77,    0
121049,19761017,   62,    0
121049,19761018,  113,    0
121049,19761019,  103,    0
121049,19761020,   78,    0
121049,19761021,   67,    0
121049,19761022,   82,    0
121049,19761023,  113,    0
121049,19761024,   62,    0
121049,19761025,   72,    0
121049,19761026,   57,    0
121049,19761027,   51,    0
121049,19761028,   67,    0
121049,19761029,   72,    0
121049,19761030,   77,    0
121049,19761031,   62,    0
121049,19761101,   67,    0
121049,19761102,   98,    0
121049,19761103,   93,    0
121049,19761104,   46,    0
121049,19761105,   77,    0
121049,19761106,  108,    0
121049,19761107,   77,    0
121049,19761108,   77,    0
121049,19761109,   87,    0
121049,19761110,  124,    0
121049,19761111,  108,    0
121049,19761112,   87,    0
121049,19761113,   46,    0
121049,19761114,   51,    0
121049,19761115,   51,    0
121049,19761116,   41,    0
121049,19761117,   36,    0
121049,19761118,   26,    0
121049,19761119,   46,    0
121049,19761120,   51,    0
121049,19761121,   21,    0
121049,19761122,   67,    0
121049,19761123,   87,    0
121049,19761124,  144,    0
121049,19761125,  103,    0
121049,19761126,   87,    0
121049,19761127,   87,    0
121049,19761128,  129,    0
121049,19761129,  131,    0
121049,19761130,  237,    0
121049,19761201,  185,    0
121049,19761202,   87,    0
121049,19761203,   82,    0
121049,19761204,   72,    0
121049,19761205,   62,    0
121049,19761206,  165,    0
121049,19761207,  124,    0
121049,19761208,  124,    0
121049,19761209,   72,    0
121049,19761210,   62,    0
121049,19761211,  129,    0
121049,19761212,  129,    0
121049,19761213,   36,    0
121049,19761214,   51,    0
121049,19761215,   46,    0
121049,19761216,   57,    0
121049,19761217,  103,    0
121049,19761218,   57,    0
121049,19761219,   87,    0
121049,19761220,  108,    0
121049,19761221,  103,    0
121049,19761222,   62,    0
121049,19761223,   67,    0
121049,19761224,   51,    0
121049,19761225,   62,    0
121049,19761226,   62,    0
121049,19761227,   93,    0
121049,19761228,   62,    0
121049,19761229,   72,    0
121049,19761230,  113,    0
121049,19761231,  118,    0
121049,19770101,  129,    0
121049,19770102,   57,    0
121049,19770103,   77,    0
121049,19770104,   46,    0
121049,19770105,   41,    0
121049,19770106,   46,    0
121049,19770107,  103,    0
121049,19770108,   98,    0
121049,19770109,   72,    0
121049,19770110,  103,    0
121049,19770111,   62,    0
121049,19770112,   21,    0
121049,19770113,  129,    0
121049,19770114,  144,    0
121049,19770115,  124,    0
121049,19770116,  113,    0
121049,19770117,   62,    0
121049,19770118,   98,    0
121049,19770119,  102,    0
121049,19770120,   82,    0
121049,19770121,   87,    0
121049,19770122,   77,    0
121049,19770123,  118,    0
121049,19770124,   57,    0
121049,19770125,   77,    0
121049,19770126,  139,    0
121049,19770127,   87,    0
121049,19770128,   93,    0
121049,19770129,   72,    0
121049,19770130,   57,    0
121049,19770131,   31,    0
121049,19770201,   57,    0
121049,19770202,   51,    0
121049,19770203,  124,    0
121049,19770204,   77,    0
121049,19770205,   98,    0
121049,19770206,  113,    0
121049,19770207,  118,    0
121049,19770208,  190,    0
121049,19770209,   57,    0
121049,19770210,  108,    0
121049,19770211,   93,    0
121049,19770212,   51,    0
121049,19770213,   67,    0
121049,19770214,   82,    0
121049,19770215,   57,    0
121049,19770216,   72,    0
121049,19770217,   77,    0
121049,19770218,  139,    0
121049,19770219,  154,    0
121049,19770220,  139,    0
121049,19770221,   94,    0
121049,19770222,   62,    0
121049,19770223,   82,    0
121049,19770224,   62,    0
121049,19770225,   87,    0
121049,19770226,   82,    0
121049,19770227,   57,    0
121049,19770228,   41,    0
121049,19770301,   62,    0
121049,19770302,   57,    0
121049,19770303,  144,    0
121049,19770304,  181,    0
121049,19770305,   98,    0
121049,19770306,   93,    0
121049,19770307,  134,    0
121049,19770308,  103,    0
121049,19770309,  108,    0
121049,19770310,   98,    0
121049,19770311,   87,    0
121049,19770312,   51,    0
121049,19770313,   67,    0
121049,19770314,  165,    0
121049,19770315,   81,    0
121049,19770316,  113,    0
121049,19770317,   87,    0
121049,19770318,  113,    0
121049,19770319,   87,    0
121049,19770320,   72,    0
121049,19770321,   98,    0
121049,19770322,   50,    0
121049,19770323,   62,    0
121049,19770324,   67,    0
121049,19770325,   73,    0
121049,19770326,   46,    0
121049,19770327,   77,    0
121049,19770328,  134,    0
121049,19770329,  103,    0
121049,19770330,  118,    0
121049,19770331,   67,    0
121049,19770401,  170,    0
121049,19770402,  144,    0
121049,19770403,  144,    0
121049,19770404,   72,    0
121049,19770405,  118,    0
121049,19770406,  134,    0
121049,19770407,  103,    0
121049,19770408,  113,    0
121049,19770409,   78,    0
121049,19770410,   91,    0
121049,19770411,   93,    0
121049,19770412,   77,    0
121049,19770413,  124,    0
121049,19770414,  159,    0
121049,19770415,  170,    0
121049,19770416,   72,    0
121049,19770417,   67,    0
121049,19770418,   98,    0
121049,19770419,  118,    0
121049,19770420,   72,    0
121049,19770421,  108,    0
121049,19770422,  154,    0
121049,19770423,  201,    0
121049,19770424,  170,    0
121049,19770425,   87,    0
121049,19770426,  165,    0
121049,19770427,  165,    0
121049,19770428,  118,    0
121049,19770429,  118,    0
121049,19770430,   77,    0
121049,19770501,   72,    0
121049,19770502,   87,    0
121049,19770503,   77,    0
121049,19770504,   87,    0
121049,19770505,   69,    0
121049,19770506,   67,    0
121049,19770507,   72,    0
121049,19770508,   82,    0
121049,19770509,   62,    0
121049,19770510,   90,    0
121049,19770511,  100,    0
121049,19770512,  129,    0
121049,19770513,  124,    0
121049,19770514,   63,    0
121049,19770515,   62,    0
121049,19770516,   77,    0
121049,19770517,   94,    0
121049,19770518,  113,    0
121049,19770519,   98,    0
121049,19770520,   72,    0
121049,19770521,   87,    0
121049,19770522,  108,    0
121049,19770523,  113,    0
121049,19770524,   92,    0
121049,19770525,   93,    0
121049,19770526,  108,    0
121049,19770527,  139,    0
121049,19770528,   77,    0
121049,19770529,   87,    0
121049,19770530,   87,    0
121049,19770531,   93,    0
121049,19770601,   83,    0
121049,19770602,   60,    0
121049,19770603,   62,    0
121049,19770604,   51,    0
121049,19770605,  134,    0
121049,19770606,   81,    0
121049,19770607,  149,    0
121049,19770608,   62,    0
121049,19770609,  113,    0
121049,19770610,  178,    0
121049,19770611,   67,    0
121049,19770612,   75,    0
121049,19770613,   98,    0
121049,19770614,   67,    0
121049,19770615,   62,    0
121049,19770616,   36,    0
121049,19770617,   46,    0
121049,19770618,   77,    0
121049,19770619,   72,    0
121049,19770620,   57,    0
121049,19770621,   62,    0
121049,19770622,   77,    0
121049,19770623,   57,    0
121049,19770624,   51,    0
121049,19770625,   77,    0
121049,19770626,  129,    0
121049,19770627,   62,    0
121049,19770628,   52,    0
121049,19770629,   93,    0
121049,19770630,   57,    0
121049,19770701,   87,    0
121049,19770702,   46,    0
121049,19770703,   50,    0
121049,19770704,   98,    0
121049,19770705,   92,    0
121049,19770706,   67,    0
121049,19770707,   74,    0
121049,19770708,   82,    0
121049,19770709,   67,    0
121049,19770710,   67,    0
121049,19770711,   51,    0
121049,19770712,   87,    0
121049,19770713,   77,    0
121049,19770714,   83,    0
121049,19770715,   77,    0
121049,19770716,   98,    0
121049,19770717,   93,    0
121049,19770718,   98,    0
121049,19770719,   93,    0
121049,19770720,   98,    0
121049,19770721,   83,    0
121049,19770722,   70,    0
121049,19770723,   57,    0
121049,19770724,  139,    0
121049,19770725,   93,    0
121049,19770726,   77,    0
121049,19770727,   78,    0
121049,19770728,   67,    0
121049,19770729,   77,    0
121049,19770730,   72,    0
121049,19770731,  108,    0
121049,19770801,   77,    0
121049,19770802,   58,    0
121049,19770803,   51,    0
121049,19770804,   57,    0
121049,19770805,   82,    0
121049,19770806,   72,    0
121049,19770807,  108,    0
121049,19770808,  102,    0
121049,19770809,   93,    0
121049,19770810,   67,    0
121049,19770811,   51,    0
121049,19770812,   72,    0
121049,19770813,   51,    0
121049,19770814,   46,    0
121049,19770815,   67,    0
121049,19770816,   87,    0
121049,19770817,   67,    0
121049,19770818,   98,    0
121049,19770819,   39,    0
121049,19770820,   41,    0
121049,19770821,   62,    0
121049,19770822,   72,    0
121049,19770823,   56,    0
121049,19770824,   57,    0
121049,19770825,  103,    0
121049,19770826,  113,    0
121049,19770827,   82,    0
121049,19770828,   62,    0
121049,19770829,   67,    0
121049,19770830,   62,    0
121049,19770831,   51,    0
121049,19770901,   62,    0
121049,19770902,   46,    0
121049,19770903,   67,    0
121049,19770904,   36,    0
121049,19770905,   36,    0
121049,19770906,   72,    0
121049,19770907,   98,    0
121049,19770908,   41,    0
121049,19770909,  113,    0
121049,19770910,   72,    0
121049,19770911,   87,    0
121049,19770912,   82,    0
121049,19770913,   79,    0
121049,19770914,   62,    0
121049,19770915,  108,    0
121049,19770916,   62,    0
121049,19770917,   93,    0
121049,19770918,   67,    0
121049,19770919,   57,    0
121049,19770920,   41,    0
121049,19770921,   41,    0
121049,19770922,   51,    0
121049,19770923,   51,    0
121049,19770924,  103,    0
121049,19770925,   93,    0
121049,19770926,   57,    0
121049,19770927,   56,    0
121049,19770928,   93,    0
121049,19770929,   87,    0
121049,19770930,  124,    0
121049,19771001,  177,    0
121049,19771002,  165,    0
121049,19771003,   67,    0
121049,19771004,  113,    0
121049,19771005,   93,    0
121049,19771006,  103,    0
121049,19771007,   72,    0
121049,19771008,   98,    0
121049,19771009,   77,    0
121049,19771010,   77,    0
121049,19771011,   57,    0
121049,19771012,   61,    0
121049,19771013,   41,    0
121049,19771014,   82,    0
121049,19771015,   93,    0
121049,19771016,   98,    0
121049,19771017,   93,    0
121049,19771018,  103,    0
121049,19771019,   93,    0
121049,19771020,   97,    0
121049,19771021,  103,    0
121049,19771022,   98,    0
121049,19771023,   57,    0
121049,19771024,   50,    0
121049,19771025,   46,    0
121049,19771026,   46,    0
121049,19771027,   62,    0
121049,19771028,   51,    0
121049,19771029,   49,    0
121049,19771030,   93,    0
121049,19771031,  118,    0
121049,19771101,   87,    0
121049,19771102,  144,    0
121049,19771103,  154,    0
121049,19771104,   93,    0
121049,19771105,   93,    0
121049,19771106,   82,    0
121049,19771107,   93,    0
121049,19771108,  118,    0
121049,19771109,  170,    0
121049,19771110,  124,    0
121049,19771111,   93,    0
121049,19771112,  196,    0
121049,19771113,  142,    0
121049,19771114,  251,    0
121049,19771115,  216,    0
121049,19771116,  139,    0
121049,19771117,   82,    0
121049,19771118,  107,    0
121049,19771119,  113,    0
121049,19771120,  144,    0
121049,19771121,  134,    0
121049,19771122,  139,    0
121049,19771123,  113,    0
121049,19771124,  159,    0
121049,19771125,  139,    0
121049,19771126,   77,    0
121049,19771127,   72,    0
121049,19771128,   77,    0
121049,19771129,   51,    0
121049,19771130,   51,    0
121049,19771201,   82,    0
121049,19771202,   48,    0
121049,19771203,   72,    0
121049,19771204,  124,    0
121049,19771205,  108,    0
121049,19771206,   93,    0
121049,19771207,  144,    0
121049,19771208,  134,    0
121049,19771209,   62,    0
121049,19771210,  108,    0
121049,19771211,  118,    0
121049,19771212,   77,    0
121049,19771213,   57,    0
121049,19771214,   52,    0
121049,19771215,   41,    0
121049,19771216,  103,    0
121049,19771217,   62,    0
121049,19771218,   87,    0
121049,19771219,   82,    0
121049,19771220,   82,    0
121049,19771221,  113,    0
121049,19771222,  113,    0
121049,19771223,  103,    0
121049,19771224,  170,    0
121049,19771225,  165,    0
121049,19771226,   77,    0
121049,19771227,  110,    0
121049,19771228,  121,    0
121049,19771229,  144,    0
121049,19771230,  196,    0
121049,19771231,  175,    0
121049,19780101,   72,    0
121049,19780102,  108,    0
121049,19780103,  247,    0
121049,19780104,  119,    0
121049,19780105,   67,    0
121049,19780106,   57,    0
121049,19780107,  113,    0
121049,19780108,   60,    0
121049,19780109,   87,    0
121049,19780110,  139,    0
121049,19780111,  154,    0
121049,19780112,   95,    0
121049,19780113,   87,    0
121049,19780114,   51,    0
121049,19780115,   67,    0
121049,19780116,   77,    0
121049,19780117,   82,    0
121049,19780118,   57,    0
121049,19780119,  122,    0
121049,19780120,   98,    0
121049,19780121,   51,    0
121049,19780122,   98,    0
121049,19780123,  144,    0
121049,19780124,  149,    0
121049,19780125,  170,    0
121049,19780126,  103,    0
121049,19780127,  118,    0
121049,19780128,  175,    0
121049,19780129,  103,    0
121049,19780130,   78,    0
121049,19780131,   67,    0
121049,19780201,  108,    0
121049,19780202,   93,    0
121049,19780203,   93,    0
121049,19780204,   62,    0
121049,19780205,   87,    0
121049,19780206,   57,    0
121049,19780207,   62,    0
121049,19780208,   93,    0
121049,19780209,  113,    0
121049,19780210,   86,    0
121049,19780211,   72,    0
121049,19780212,   67,    0
121049,19780213,   62,    0
121049,19780214,   70,    0
121049,19780215,   36,    0
121049,19780216,   62,    0
121049,19780217,   62,    0
121049,19780218,   36,    0
121049,19780219,  113,    0
121049,19780220,   87,    0
121049,19780221,   98,    0
121049,19780222,   68,    0
121049,19780223,  113,    0
121049,19780224,   77,    0
121049,19780225,  100,    0
121049,19780226,   87,    0
121049,19780227,   77,    0
121049,19780228,   51,    0
121049,19780301,   87,    0
121049,19780302,  108,    0
121049,19780303,  141,    0
121049,19780304,   93,    0
121049,19780305,  103,    0
121049,19780306,   67,    0
121049,19780307,   51,    0
121049,19780308,  144,    0
121049,19780309,  118,    0
121049,19780310,   62,    0
121049,19780311,   71,    0
121049,19780312,   93,    0
121049,19780313,  108,    0
121049,19780314,  149,    0
121049,19780315,  160,    0
121049,19780316,  216,    0
121049,19780317,   93,    0
121049,19780318,  139,    0
121049,19780319,  129,    0
121049,19780320,  175,    0
121049,19780321,  108,    0
121049,19780322,  108,    0
121049,19780323,  170,    0
121049,19780324,  113,    0
121049,19780325,  175,    0
121049,19780326,  206,    0
121049,19780327,   77,    0
121049,19780328,  103,    0
121049,19780329,   82,    0
121049,19780330,   62,    0
121049,19780331,   36,    0
121049,19780401,   82,    0
121049,19780402,   93,    0
121049,19780403,   98,    0
121049,19780404,   93,    0
121049,19780405,   98,    0
121049,19780406,  143,    0
121049,19780407,   93,    0
121049,19780408,   62,    0
121049,19780409,   51,    0
121049,19780410,   57,    0
121049,19780411,  151,    0
121049,19780412,   93,    0
121049,19780413,   72,    0
121049,19780414,   87,    0
121049,19780415,   93,    0
121049,19780416,   93,    0
121049,19780417,   34,    0
121049,19780418,  103,    0
121049,19780419,   87,    0
121049,19780420,  103,    0
121049,19780421,   67,    0
121049,19780422,   82,    0
121049,19780423,   72,    0
121049,19780424,   67,    0
121049,19780425,   62,    0
121049,19780426,  102,    0
121049,19780427,  103,    0
121049,19780428,  103,    0
121049,19780429,   62,    0
121049,19780430,   62,    0
121049,19780501,   67,    0
121049,19780502,   51,    0
121049,19780503,   51,    0
121049,19780504,   67,    0
121049,19780505,  118,    0
121049,19780506,   77,    0
121049,19780507,   51,    0
121049,19780508,   67,    0
121049,19780509,   95,    0
121049,19780510,   95,    0
121049,19780511,   70,    0
121049,19780512,  139,    0
121049,19780513,   51,    0
121049,19780514,  103,    0
121049,19780515,   56,    0
121049,19780516,   72,    0
121049,19780517,   57,    0
121049,19780518,   77,    0
121049,19780519,   51,    0
121049,19780520,   82,    0
121049,19780521,   57,    0
121049,19780522,   98,    0
121049,19780523,  118,    0
121049,19780524,  108,    0
121049,19780525,   46,    0
121049,19780526,   51,    0
121049,19780527,   57,    0
121049,19780528,   67,    0
121049,19780529,   57,    0
121049,19780530,   87,    0
121049,19780531,  103,    0
121049,19780601,   67,    0
121049,19780602,   62,    0
121049,19780603,   93,    0
121049,19780604,  113,    0
121049,19780605,   62,    0
121049,19780606,   67,    0
121049,19780607,  103,    0
121049,19780608,   81,    0
121049,19780609,   72,    0
121049,19780610,   77,    0
121049,19780611,   77,    0
121049,19780612,  113,    0
121049,19780613,   67,    0
121049,19780614,   62,    0
121049,19780615,  108,    0
121049,19780616,   77,    0
121049,19780617,  113,    0
121049,19780618,   62,    0
121049,19780619,   51,    0
121049,19780620,   77,    0
121049,19780621,  113,    0
121049,19780622,  118,    0
121049,19780623,  144,    0
121049,19780624,  139,    0
121049,19780625,  144,    0
121049,19780626,  108,    0
121049,19780627,   77,    0
121049,19780628,   62,    0
121049,19780629,   62,    0
121049,19780630,   93,    0
121049,19780701,   57,    0
121049,19780702,   98,    0
121049,19780703,  125,    0
121049,19780704,  147,    0
121049,19780705,   72,    0
121049,19780706,  103,    0
121049,19780707,   87,    0
121049,19780708,   98,    0
121049,19780709,   90,    0
121049,19780710,   36,    0
121049,19780711,   51,    0
121049,19780712,   62,    0
121049,19780713,   67,    0
121049,19780714,   67,    0
121049,19780715,   67,    0
121049,19780716,   77,    0
121049,19780717,   41,    0
121049,19780718,   57,    0
121049,19780719,   67,    0
121049,19780720,  113,    0
121049,19780721,   93,    0
121049,19780722,   51,    0
121049,19780723,   62,    0
121049,19780724,   67,    0
121049,19780725,   51,    0
121049,19780726,  103,    0
121049,19780727,   46,    0
121049,19780728,   44,    0
121049,19780729,   57,    0
121049,19780730,   93,    0
121049,19780731,   82,    0
121049,19780801,   51,    0
121049,19780802,   93,    0
121049,19780803,   93,    0
121049,19780804,   82,    0
121049,19780805,   55,    0
121049,19780806,  124,    0
121049,19780807,   41,    0
121049,19780808,  103,    0
121049,19780809,   82,    0
121049,19780810,   62,    0
121049,19780811,   51,    0
121049,19780812,   46,    0
121049,19780813,   46,    0
121049,19780814,   62,    0
121049,19780815,  118,    0
121049,19780816,   98,    0
121049,19780817,   98,    0
121049,19780818,   57,    0
121049,19780819,  103,    0
121049,19780820,   87,    0
121049,19780821,   62,    0
121049,19780822,   62,    0
121049,19780823,   63,    0
121049,19780824,   62,    0
121049,19780825,   87,    0
121049,19780826,   79,    0
121049,19780827,  113,    0
121049,19780828,   67,    0
121049,19780829,   93,    0
121049,19780830,   98,    0
121049,19780831,   87,    0
121049,19780901,   62,    0
121049,19780902,   82,    0
121049,19780903,   99,    0
121049,19780904,   36,    0
121049,19780905,   57,    0
121049,19780906,   59,    0
121049,19780907,   46,    0
121049,19780908,   62,    0
121049,19780909,   93,    0
121049,19780910,  129,    0
121049,19780911,  165,    0
121049,19780912,  175,    0
121049,19780913,   72,    0
121049,19780914,  103,    0
121049,19780915,  124,    0
121049,19780916,   70,    0
121049,19780917,   82,    0
121049,19780918,   62,    0
121049,19780919,  108,    0
121049,19780920,   72,    0
121049,19780921,  103,    0
121049,19780922,   93,    0
121049,19780923,   77,    0
121049,19780924,   72,    0
121049,19780925,  113,    0
121049,19780926,   67,    0
121049,19780927,  113,    0
121049,19780928,   67,    0
121049,19780929,  118,    0
121049,19780930,  144,    0
121049,19781001,   67,    0
121049,19781002,   50,    0
121049,19781003,   50,    0
121049,19781004,   46,    0
121049,19781005,  113,    0
121049,19781006,  103,    0
121049,19781007,   72,    0
121049,19781008,   50,    0
121049,19781009,   62,    0
121049,19781010,   87,    0
121049,19781011,   72,    0
121049,19781012,   82,    0
121049,19781013,   67,    0
121049,19781014,   62,    0
121049,19781015,   46,    0
121049,19781016,   93,    0
121049,19781017,   77,    0
121049,19781018,   30,    0
121049,19781019,   31,    0
121049,19781020,   60,    0
121049,19781021,   51,    0
121049,19781022,  103,    0
121049,19781023,   39,    0
121049,19781024,   89,    0
121049,19781025,  103,    0
121049,19781026,   35,    0
121049,19781027,   30,    0
121049,19781028,   31,    0
121049,19781029,   21,    0
121049,19781030,   26,    0
121049,19781031,   72,    0
121049,19781101,   35,    0
121049,19781102,   77,    0
121049,19781103,   62,    0
121049,19781104,   49,    0
121049,19781105,   48,    0
121049,19781106,   77,    0
121049,19781107,  103,    0
121049,19781108,   90,    0
121049,19781109,   67,    0
121049,19781110,   77,    0
121049,19781111,   82,    0
121049,19781112,   87,    0
121049,19781113,   72,    0
121049,19781114,   62,    0
121049,19781115,  103,    0
121049,19781116,  108,    0
121049,19781117,   62,    0
121049,19781118,   70,    0
121049,19781119,   82,    0
121049,19781120,   79,    0
121049,19781121,   60,    0
121049,19781122,   74,    0
121049,19781123,   82,    0
121049,19781124,   77,    0
121049,19781125,   57,    0
121049,19781126,   82,    0
121049,19781127,  134,    0
121049,19781128,   80,    0
121049,19781129,   67,    0
121049,19781130,   46,    0
121049,19781201,   31,    0
121049,19781202,  103,    0
121049,19781203,  118,    0
121049,19781204,  113,    0
121049,19781205,   62,    0
121049,19781206,   93,    0
121049,19781207,  124,    0
121049,19781208,  139,    0
121049,19781209,   77,    0
121049,19781210,   58,    0
121049,19781211,   98,    0
121049,19781212,  108,    0
121049,19781213,  149,    0
121049,19781214,  144,    0
121049,19781215,   93,    0
121049,19781216,   67,    0
121049,19781217,   72,    0
121049,19781218,   51,    0
121049,19781219,   82,    0
121049,19781220,   67,    0
121049,19781221,   67,    0
121049,19781222,   62,    0
121049,19781223,   87,    0
121049,19781224,  113,    0
121049,19781225,   93,    0
121049,19781226,   72,    0
121049,19781227,   72,    0
121049,19781228,  124,    0
121049,19781229,  105,    0
121049,19781230,   90,    0
121049,19781231,  101,    0
121049,19790101,   93,    0
121049,19790102,   73,    0
121049,19790103,   51,    0
121049,19790104,   67,    0
121049,19790105,   40,    0
121049,19790106,   68,    0
121049,19790107,   79,    0
121049,19790108,   64,    0
121049,19790109,   57,    0
121049,19790110,  144,    0
121049,19790111,  134,    0
121049,19790112,  129,    0
121049,19790113,  108,    0
121049,19790114,   46,    0
121049,19790115,   31,    0
121049,19790116,   32,    0
121049,19790117,   67,    0
