EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-12-2024
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SD   : snow depth in 1 cm
23-27 Q_SD : Quality code for SD (0='valid'; 1='suspect'; 9='missing')

This is the series of GERMANY, KOLN-BONN (SOUID: 121043)
See file sources.txt for more info.



 SOUID,    DATE,   SD, Q_SD
121043,19310101,-9999,    9
121043,19310102,-9999,    9
121043,19310103,-9999,    9
121043,19310104,-9999,    9
121043,19310105,-9999,    9
121043,19310106,-9999,    9
121043,19310107,-9999,    9
121043,19310108,-9999,    9
121043,19310109,-9999,    9
121043,19310110,-9999,    9
121043,19310111,-9999,    9
121043,19310112,-9999,    9
121043,19310113,-9999,    9
121043,19310114,-9999,    9
121043,19310115,-9999,    9
121043,19310116,-9999,    9
121043,19310117,-9999,    9
121043,19310118,-9999,    9
121043,19310119,-9999,    9
121043,19310120,-9999,    9
121043,19310121,-9999,    9
121043,19310122,-9999,    9
121043,19310123,-9999,    9
121043,19310124,-9999,    9
121043,19310125,-9999,    9
121043,19310126,-9999,    9
121043,19310127,-9999,    9
121043,19310128,-9999,    9
121043,19310129,-9999,    9
121043,19310130,-9999,    9
121043,19310131,-9999,    9
121043,19310201,-9999,    9
121043,19310202,-9999,    9
121043,19310203,-9999,    9
121043,19310204,-9999,    9
121043,19310205,-9999,    9
121043,19310206,-9999,    9
121043,19310207,-9999,    9
121043,19310208,-9999,    9
121043,19310209,-9999,    9
121043,19310210,-9999,    9
121043,19310211,-9999,    9
121043,19310212,-9999,    9
121043,19310213,-9999,    9
121043,19310214,-9999,    9
121043,19310215,-9999,    9
121043,19310216,-9999,    9
121043,19310217,-9999,    9
121043,19310218,-9999,    9
121043,19310219,-9999,    9
121043,19310220,-9999,    9
121043,19310221,-9999,    9
121043,19310222,-9999,    9
121043,19310223,-9999,    9
121043,19310224,-9999,    9
121043,19310225,-9999,    9
121043,19310226,-9999,    9
121043,19310227,-9999,    9
121043,19310228,-9999,    9
121043,19310301,-9999,    9
121043,19310302,-9999,    9
121043,19310303,-9999,    9
121043,19310304,-9999,    9
121043,19310305,-9999,    9
121043,19310306,-9999,    9
121043,19310307,-9999,    9
121043,19310308,-9999,    9
121043,19310309,-9999,    9
121043,19310310,-9999,    9
121043,19310311,-9999,    9
121043,19310312,-9999,    9
121043,19310313,-9999,    9
121043,19310314,-9999,    9
121043,19310315,-9999,    9
121043,19310316,-9999,    9
121043,19310317,-9999,    9
121043,19310318,-9999,    9
121043,19310319,-9999,    9
121043,19310320,-9999,    9
121043,19310321,-9999,    9
121043,19310322,-9999,    9
121043,19310323,-9999,    9
121043,19310324,-9999,    9
121043,19310325,-9999,    9
121043,19310326,-9999,    9
121043,19310327,-9999,    9
121043,19310328,-9999,    9
121043,19310329,-9999,    9
121043,19310330,-9999,    9
121043,19310331,-9999,    9
121043,19310401,-9999,    9
121043,19310402,-9999,    9
121043,19310403,-9999,    9
121043,19310404,-9999,    9
121043,19310405,-9999,    9
121043,19310406,-9999,    9
121043,19310407,-9999,    9
121043,19310408,-9999,    9
121043,19310409,-9999,    9
121043,19310410,-9999,    9
121043,19310411,-9999,    9
121043,19310412,-9999,    9
121043,19310413,-9999,    9
121043,19310414,-9999,    9
121043,19310415,-9999,    9
121043,19310416,-9999,    9
121043,19310417,-9999,    9
121043,19310418,-9999,    9
121043,19310419,-9999,    9
121043,19310420,-9999,    9
121043,19310421,-9999,    9
121043,19310422,-9999,    9
121043,19310423,-9999,    9
121043,19310424,-9999,    9
121043,19310425,-9999,    9
121043,19310426,-9999,    9
121043,19310427,-9999,    9
121043,19310428,-9999,    9
121043,19310429,-9999,    9
121043,19310430,-9999,    9
121043,19310501,-9999,    9
121043,19310502,-9999,    9
121043,19310503,-9999,    9
121043,19310504,-9999,    9
121043,19310505,-9999,    9
121043,19310506,-9999,    9
121043,19310507,-9999,    9
121043,19310508,-9999,    9
121043,19310509,-9999,    9
121043,19310510,-9999,    9
121043,19310511,-9999,    9
121043,19310512,-9999,    9
121043,19310513,-9999,    9
121043,19310514,-9999,    9
121043,19310515,-9999,    9
121043,19310516,-9999,    9
121043,19310517,-9999,    9
121043,19310518,-9999,    9
121043,19310519,-9999,    9
121043,19310520,-9999,    9
121043,19310521,-9999,    9
121043,19310522,-9999,    9
121043,19310523,-9999,    9
121043,19310524,-9999,    9
121043,19310525,-9999,    9
121043,19310526,-9999,    9
121043,19310527,-9999,    9
121043,19310528,-9999,    9
121043,19310529,-9999,    9
121043,19310530,-9999,    9
121043,19310531,-9999,    9
121043,19310601,-9999,    9
121043,19310602,-9999,    9
121043,19310603,-9999,    9
121043,19310604,-9999,    9
121043,19310605,-9999,    9
121043,19310606,-9999,    9
121043,19310607,-9999,    9
121043,19310608,-9999,    9
121043,19310609,-9999,    9
121043,19310610,-9999,    9
121043,19310611,-9999,    9
121043,19310612,-9999,    9
121043,19310613,-9999,    9
121043,19310614,-9999,    9
121043,19310615,-9999,    9
121043,19310616,-9999,    9
121043,19310617,-9999,    9
121043,19310618,-9999,    9
121043,19310619,-9999,    9
121043,19310620,-9999,    9
121043,19310621,-9999,    9
121043,19310622,-9999,    9
121043,19310623,-9999,    9
121043,19310624,-9999,    9
121043,19310625,-9999,    9
121043,19310626,-9999,    9
121043,19310627,-9999,    9
121043,19310628,-9999,    9
121043,19310629,-9999,    9
121043,19310630,-9999,    9
121043,19310701,-9999,    9
121043,19310702,-9999,    9
121043,19310703,-9999,    9
121043,19310704,-9999,    9
121043,19310705,-9999,    9
121043,19310706,-9999,    9
121043,19310707,-9999,    9
121043,19310708,-9999,    9
121043,19310709,-9999,    9
121043,19310710,-9999,    9
121043,19310711,-9999,    9
121043,19310712,-9999,    9
121043,19310713,-9999,    9
121043,19310714,-9999,    9
121043,19310715,-9999,    9
121043,19310716,-9999,    9
121043,19310717,-9999,    9
121043,19310718,-9999,    9
121043,19310719,-9999,    9
121043,19310720,-9999,    9
121043,19310721,-9999,    9
121043,19310722,-9999,    9
121043,19310723,-9999,    9
121043,19310724,-9999,    9
121043,19310725,-9999,    9
121043,19310726,-9999,    9
121043,19310727,-9999,    9
121043,19310728,-9999,    9
121043,19310729,-9999,    9
121043,19310730,-9999,    9
121043,19310731,-9999,    9
121043,19310801,-9999,    9
121043,19310802,-9999,    9
121043,19310803,-9999,    9
121043,19310804,-9999,    9
121043,19310805,-9999,    9
121043,19310806,-9999,    9
121043,19310807,-9999,    9
121043,19310808,-9999,    9
121043,19310809,-9999,    9
121043,19310810,-9999,    9
121043,19310811,-9999,    9
121043,19310812,-9999,    9
121043,19310813,-9999,    9
121043,19310814,-9999,    9
121043,19310815,-9999,    9
121043,19310816,-9999,    9
121043,19310817,-9999,    9
121043,19310818,-9999,    9
121043,19310819,-9999,    9
121043,19310820,-9999,    9
121043,19310821,-9999,    9
121043,19310822,-9999,    9
121043,19310823,-9999,    9
121043,19310824,-9999,    9
121043,19310825,-9999,    9
121043,19310826,-9999,    9
121043,19310827,-9999,    9
121043,19310828,-9999,    9
121043,19310829,-9999,    9
121043,19310830,-9999,    9
121043,19310831,-9999,    9
121043,19310901,-9999,    9
121043,19310902,-9999,    9
121043,19310903,-9999,    9
121043,19310904,-9999,    9
121043,19310905,-9999,    9
121043,19310906,-9999,    9
121043,19310907,-9999,    9
121043,19310908,-9999,    9
121043,19310909,-9999,    9
121043,19310910,-9999,    9
121043,19310911,-9999,    9
121043,19310912,-9999,    9
121043,19310913,-9999,    9
121043,19310914,-9999,    9
121043,19310915,-9999,    9
121043,19310916,-9999,    9
121043,19310917,-9999,    9
121043,19310918,-9999,    9
121043,19310919,-9999,    9
121043,19310920,-9999,    9
121043,19310921,-9999,    9
121043,19310922,-9999,    9
121043,19310923,-9999,    9
121043,19310924,-9999,    9
121043,19310925,-9999,    9
121043,19310926,-9999,    9
121043,19310927,-9999,    9
121043,19310928,-9999,    9
121043,19310929,-9999,    9
121043,19310930,-9999,    9
121043,19311001,-9999,    9
121043,19311002,-9999,    9
121043,19311003,-9999,    9
121043,19311004,-9999,    9
121043,19311005,-9999,    9
121043,19311006,-9999,    9
121043,19311007,-9999,    9
121043,19311008,-9999,    9
121043,19311009,-9999,    9
121043,19311010,-9999,    9
121043,19311011,-9999,    9
121043,19311012,-9999,    9
121043,19311013,-9999,    9
121043,19311014,-9999,    9
121043,19311015,-9999,    9
121043,19311016,-9999,    9
121043,19311017,-9999,    9
121043,19311018,-9999,    9
121043,19311019,-9999,    9
121043,19311020,-9999,    9
121043,19311021,-9999,    9
121043,19311022,-9999,    9
121043,19311023,-9999,    9
121043,19311024,-9999,    9
121043,19311025,-9999,    9
121043,19311026,-9999,    9
121043,19311027,-9999,    9
121043,19311028,-9999,    9
121043,19311029,-9999,    9
121043,19311030,-9999,    9
121043,19311031,-9999,    9
121043,19311101,-9999,    9
121043,19311102,-9999,    9
121043,19311103,-9999,    9
121043,19311104,-9999,    9
121043,19311105,-9999,    9
121043,19311106,-9999,    9
121043,19311107,-9999,    9
121043,19311108,-9999,    9
121043,19311109,-9999,    9
121043,19311110,-9999,    9
121043,19311111,-9999,    9
121043,19311112,-9999,    9
121043,19311113,-9999,    9
121043,19311114,-9999,    9
121043,19311115,-9999,    9
121043,19311116,-9999,    9
121043,19311117,-9999,    9
121043,19311118,-9999,    9
121043,19311119,-9999,    9
121043,19311120,-9999,    9
121043,19311121,-9999,    9
121043,19311122,-9999,    9
121043,19311123,-9999,    9
121043,19311124,-9999,    9
121043,19311125,-9999,    9
121043,19311126,-9999,    9
121043,19311127,-9999,    9
121043,19311128,-9999,    9
121043,19311129,-9999,    9
121043,19311130,-9999,    9
121043,19311201,-9999,    9
121043,19311202,-9999,    9
121043,19311203,-9999,    9
121043,19311204,-9999,    9
121043,19311205,-9999,    9
121043,19311206,-9999,    9
121043,19311207,-9999,    9
121043,19311208,-9999,    9
121043,19311209,-9999,    9
121043,19311210,-9999,    9
121043,19311211,-9999,    9
121043,19311212,-9999,    9
121043,19311213,-9999,    9
121043,19311214,-9999,    9
121043,19311215,-9999,    9
121043,19311216,-9999,    9
121043,19311217,-9999,    9
121043,19311218,-9999,    9
121043,19311219,-9999,    9
121043,19311220,-9999,    9
121043,19311221,-9999,    9
121043,19311222,-9999,    9
121043,19311223,-9999,    9
121043,19311224,-9999,    9
121043,19311225,-9999,    9
121043,19311226,-9999,    9
121043,19311227,-9999,    9
121043,19311228,-9999,    9
121043,19311229,-9999,    9
121043,19311230,-9999,    9
121043,19311231,-9999,    9
121043,19320101,-9999,    9
121043,19320102,-9999,    9
121043,19320103,-9999,    9
121043,19320104,-9999,    9
121043,19320105,-9999,    9
121043,19320106,-9999,    9
121043,19320107,-9999,    9
121043,19320108,-9999,    9
121043,19320109,-9999,    9
121043,19320110,-9999,    9
121043,19320111,-9999,    9
121043,19320112,-9999,    9
121043,19320113,-9999,    9
121043,19320114,-9999,    9
121043,19320115,-9999,    9
121043,19320116,-9999,    9
121043,19320117,-9999,    9
121043,19320118,-9999,    9
121043,19320119,-9999,    9
121043,19320120,-9999,    9
121043,19320121,-9999,    9
121043,19320122,-9999,    9
121043,19320123,-9999,    9
121043,19320124,-9999,    9
121043,19320125,-9999,    9
121043,19320126,-9999,    9
121043,19320127,-9999,    9
121043,19320128,-9999,    9
121043,19320129,-9999,    9
121043,19320130,-9999,    9
121043,19320131,-9999,    9
121043,19320201,-9999,    9
121043,19320202,-9999,    9
121043,19320203,-9999,    9
121043,19320204,-9999,    9
121043,19320205,-9999,    9
121043,19320206,-9999,    9
121043,19320207,-9999,    9
121043,19320208,-9999,    9
121043,19320209,-9999,    9
121043,19320210,-9999,    9
121043,19320211,-9999,    9
121043,19320212,-9999,    9
121043,19320213,-9999,    9
121043,19320214,-9999,    9
121043,19320215,-9999,    9
121043,19320216,-9999,    9
121043,19320217,-9999,    9
121043,19320218,-9999,    9
121043,19320219,-9999,    9
121043,19320220,-9999,    9
121043,19320221,-9999,    9
121043,19320222,-9999,    9
121043,19320223,-9999,    9
121043,19320224,-9999,    9
121043,19320225,-9999,    9
121043,19320226,-9999,    9
121043,19320227,-9999,    9
121043,19320228,-9999,    9
121043,19320229,-9999,    9
121043,19320301,-9999,    9
121043,19320302,-9999,    9
121043,19320303,-9999,    9
121043,19320304,-9999,    9
121043,19320305,-9999,    9
121043,19320306,-9999,    9
121043,19320307,-9999,    9
121043,19320308,-9999,    9
121043,19320309,-9999,    9
121043,19320310,-9999,    9
121043,19320311,-9999,    9
121043,19320312,-9999,    9
121043,19320313,-9999,    9
121043,19320314,-9999,    9
121043,19320315,-9999,    9
121043,19320316,-9999,    9
121043,19320317,-9999,    9
121043,19320318,-9999,    9
121043,19320319,-9999,    9
121043,19320320,-9999,    9
121043,19320321,-9999,    9
121043,19320322,-9999,    9
121043,19320323,-9999,    9
121043,19320324,-9999,    9
121043,19320325,-9999,    9
121043,19320326,-9999,    9
121043,19320327,-9999,    9
121043,19320328,-9999,    9
121043,19320329,-9999,    9
121043,19320330,-9999,    9
121043,19320331,-9999,    9
121043,19320401,-9999,    9
121043,19320402,-9999,    9
121043,19320403,-9999,    9
121043,19320404,-9999,    9
121043,19320405,-9999,    9
121043,19320406,-9999,    9
121043,19320407,-9999,    9
121043,19320408,-9999,    9
121043,19320409,-9999,    9
121043,19320410,-9999,    9
121043,19320411,-9999,    9
121043,19320412,-9999,    9
121043,19320413,-9999,    9
121043,19320414,-9999,    9
121043,19320415,-9999,    9
121043,19320416,-9999,    9
121043,19320417,-9999,    9
121043,19320418,-9999,    9
121043,19320419,-9999,    9
121043,19320420,-9999,    9
121043,19320421,-9999,    9
121043,19320422,-9999,    9
121043,19320423,-9999,    9
121043,19320424,-9999,    9
121043,19320425,-9999,    9
121043,19320426,-9999,    9
121043,19320427,-9999,    9
121043,19320428,-9999,    9
121043,19320429,-9999,    9
121043,19320430,-9999,    9
121043,19320501,-9999,    9
121043,19320502,-9999,    9
121043,19320503,-9999,    9
121043,19320504,-9999,    9
121043,19320505,-9999,    9
121043,19320506,-9999,    9
121043,19320507,-9999,    9
121043,19320508,-9999,    9
121043,19320509,-9999,    9
121043,19320510,-9999,    9
121043,19320511,-9999,    9
121043,19320512,-9999,    9
121043,19320513,-9999,    9
121043,19320514,-9999,    9
121043,19320515,-9999,    9
121043,19320516,-9999,    9
121043,19320517,-9999,    9
121043,19320518,-9999,    9
121043,19320519,-9999,    9
121043,19320520,-9999,    9
121043,19320521,-9999,    9
121043,19320522,-9999,    9
121043,19320523,-9999,    9
121043,19320524,-9999,    9
121043,19320525,-9999,    9
121043,19320526,-9999,    9
121043,19320527,-9999,    9
121043,19320528,-9999,    9
121043,19320529,-9999,    9
121043,19320530,-9999,    9
121043,19320531,-9999,    9
121043,19320601,-9999,    9
121043,19320602,-9999,    9
121043,19320603,-9999,    9
121043,19320604,-9999,    9
121043,19320605,-9999,    9
121043,19320606,-9999,    9
121043,19320607,-9999,    9
121043,19320608,-9999,    9
121043,19320609,-9999,    9
121043,19320610,-9999,    9
121043,19320611,-9999,    9
121043,19320612,-9999,    9
121043,19320613,-9999,    9
121043,19320614,-9999,    9
121043,19320615,-9999,    9
121043,19320616,-9999,    9
121043,19320617,-9999,    9
121043,19320618,-9999,    9
121043,19320619,-9999,    9
121043,19320620,-9999,    9
121043,19320621,-9999,    9
121043,19320622,-9999,    9
121043,19320623,-9999,    9
121043,19320624,-9999,    9
121043,19320625,-9999,    9
121043,19320626,-9999,    9
121043,19320627,-9999,    9
121043,19320628,-9999,    9
121043,19320629,-9999,    9
121043,19320630,-9999,    9
121043,19320701,-9999,    9
121043,19320702,-9999,    9
121043,19320703,-9999,    9
121043,19320704,-9999,    9
121043,19320705,-9999,    9
121043,19320706,-9999,    9
121043,19320707,-9999,    9
121043,19320708,-9999,    9
121043,19320709,-9999,    9
121043,19320710,-9999,    9
121043,19320711,-9999,    9
121043,19320712,-9999,    9
121043,19320713,-9999,    9
121043,19320714,-9999,    9
121043,19320715,-9999,    9
121043,19320716,-9999,    9
121043,19320717,-9999,    9
121043,19320718,-9999,    9
121043,19320719,-9999,    9
121043,19320720,-9999,    9
121043,19320721,-9999,    9
121043,19320722,-9999,    9
121043,19320723,-9999,    9
121043,19320724,-9999,    9
121043,19320725,-9999,    9
121043,19320726,-9999,    9
121043,19320727,-9999,    9
121043,19320728,-9999,    9
121043,19320729,-9999,    9
121043,19320730,-9999,    9
121043,19320731,-9999,    9
121043,19320801,-9999,    9
121043,19320802,-9999,    9
121043,19320803,-9999,    9
121043,19320804,-9999,    9
121043,19320805,-9999,    9
121043,19320806,-9999,    9
121043,19320807,-9999,    9
121043,19320808,-9999,    9
121043,19320809,-9999,    9
121043,19320810,-9999,    9
121043,19320811,-9999,    9
121043,19320812,-9999,    9
121043,19320813,-9999,    9
121043,19320814,-9999,    9
121043,19320815,-9999,    9
121043,19320816,-9999,    9
121043,19320817,-9999,    9
121043,19320818,-9999,    9
121043,19320819,-9999,    9
121043,19320820,-9999,    9
121043,19320821,-9999,    9
121043,19320822,-9999,    9
121043,19320823,-9999,    9
121043,19320824,-9999,    9
121043,19320825,-9999,    9
121043,19320826,-9999,    9
121043,19320827,-9999,    9
121043,19320828,-9999,    9
121043,19320829,-9999,    9
121043,19320830,-9999,    9
121043,19320831,-9999,    9
121043,19320901,-9999,    9
121043,19320902,-9999,    9
121043,19320903,-9999,    9
121043,19320904,-9999,    9
121043,19320905,-9999,    9
121043,19320906,-9999,    9
121043,19320907,-9999,    9
121043,19320908,-9999,    9
121043,19320909,-9999,    9
121043,19320910,-9999,    9
121043,19320911,-9999,    9
121043,19320912,-9999,    9
121043,19320913,-9999,    9
121043,19320914,-9999,    9
121043,19320915,-9999,    9
121043,19320916,-9999,    9
121043,19320917,-9999,    9
121043,19320918,-9999,    9
121043,19320919,-9999,    9
121043,19320920,-9999,    9
121043,19320921,-9999,    9
121043,19320922,-9999,    9
121043,19320923,-9999,    9
121043,19320924,-9999,    9
121043,19320925,-9999,    9
121043,19320926,-9999,    9
121043,19320927,-9999,    9
121043,19320928,-9999,    9
121043,19320929,-9999,    9
121043,19320930,-9999,    9
121043,19321001,-9999,    9
121043,19321002,-9999,    9
121043,19321003,-9999,    9
121043,19321004,-9999,    9
121043,19321005,-9999,    9
121043,19321006,-9999,    9
121043,19321007,-9999,    9
121043,19321008,-9999,    9
121043,19321009,-9999,    9
121043,19321010,-9999,    9
121043,19321011,-9999,    9
121043,19321012,-9999,    9
121043,19321013,-9999,    9
121043,19321014,-9999,    9
121043,19321015,-9999,    9
121043,19321016,-9999,    9
121043,19321017,-9999,    9
121043,19321018,-9999,    9
121043,19321019,-9999,    9
121043,19321020,-9999,    9
121043,19321021,-9999,    9
121043,19321022,-9999,    9
121043,19321023,-9999,    9
121043,19321024,-9999,    9
121043,19321025,-9999,    9
121043,19321026,-9999,    9
121043,19321027,-9999,    9
121043,19321028,-9999,    9
121043,19321029,-9999,    9
121043,19321030,-9999,    9
121043,19321031,-9999,    9
121043,19321101,-9999,    9
121043,19321102,-9999,    9
121043,19321103,-9999,    9
121043,19321104,-9999,    9
121043,19321105,-9999,    9
121043,19321106,-9999,    9
121043,19321107,-9999,    9
121043,19321108,-9999,    9
121043,19321109,-9999,    9
121043,19321110,-9999,    9
121043,19321111,-9999,    9
121043,19321112,-9999,    9
121043,19321113,-9999,    9
121043,19321114,-9999,    9
121043,19321115,-9999,    9
121043,19321116,-9999,    9
121043,19321117,-9999,    9
121043,19321118,-9999,    9
121043,19321119,-9999,    9
121043,19321120,-9999,    9
121043,19321121,-9999,    9
121043,19321122,-9999,    9
121043,19321123,-9999,    9
121043,19321124,-9999,    9
121043,19321125,-9999,    9
121043,19321126,-9999,    9
121043,19321127,-9999,    9
121043,19321128,-9999,    9
121043,19321129,-9999,    9
121043,19321130,-9999,    9
121043,19321201,-9999,    9
121043,19321202,-9999,    9
121043,19321203,-9999,    9
121043,19321204,-9999,    9
121043,19321205,-9999,    9
121043,19321206,-9999,    9
121043,19321207,-9999,    9
121043,19321208,-9999,    9
121043,19321209,-9999,    9
121043,19321210,-9999,    9
121043,19321211,-9999,    9
121043,19321212,-9999,    9
121043,19321213,-9999,    9
121043,19321214,-9999,    9
121043,19321215,-9999,    9
121043,19321216,-9999,    9
121043,19321217,-9999,    9
121043,19321218,-9999,    9
121043,19321219,-9999,    9
121043,19321220,-9999,    9
121043,19321221,-9999,    9
121043,19321222,-9999,    9
121043,19321223,-9999,    9
121043,19321224,-9999,    9
121043,19321225,-9999,    9
121043,19321226,-9999,    9
121043,19321227,-9999,    9
121043,19321228,-9999,    9
121043,19321229,-9999,    9
121043,19321230,-9999,    9
121043,19321231,-9999,    9
121043,19330101,-9999,    9
121043,19330102,-9999,    9
121043,19330103,-9999,    9
121043,19330104,-9999,    9
121043,19330105,-9999,    9
121043,19330106,-9999,    9
121043,19330107,-9999,    9
121043,19330108,-9999,    9
121043,19330109,-9999,    9
121043,19330110,-9999,    9
121043,19330111,-9999,    9
121043,19330112,-9999,    9
121043,19330113,-9999,    9
121043,19330114,-9999,    9
121043,19330115,-9999,    9
121043,19330116,-9999,    9
121043,19330117,-9999,    9
121043,19330118,-9999,    9
121043,19330119,-9999,    9
121043,19330120,-9999,    9
121043,19330121,-9999,    9
121043,19330122,-9999,    9
121043,19330123,-9999,    9
121043,19330124,-9999,    9
121043,19330125,-9999,    9
121043,19330126,-9999,    9
121043,19330127,-9999,    9
121043,19330128,-9999,    9
121043,19330129,-9999,    9
121043,19330130,-9999,    9
121043,19330131,-9999,    9
121043,19330201,-9999,    9
121043,19330202,-9999,    9
121043,19330203,-9999,    9
121043,19330204,-9999,    9
121043,19330205,-9999,    9
121043,19330206,-9999,    9
121043,19330207,-9999,    9
121043,19330208,-9999,    9
121043,19330209,-9999,    9
121043,19330210,-9999,    9
121043,19330211,-9999,    9
121043,19330212,-9999,    9
121043,19330213,-9999,    9
121043,19330214,-9999,    9
121043,19330215,-9999,    9
121043,19330216,-9999,    9
121043,19330217,-9999,    9
121043,19330218,-9999,    9
121043,19330219,-9999,    9
121043,19330220,-9999,    9
121043,19330221,-9999,    9
121043,19330222,-9999,    9
121043,19330223,-9999,    9
121043,19330224,-9999,    9
121043,19330225,-9999,    9
121043,19330226,-9999,    9
121043,19330227,-9999,    9
121043,19330228,-9999,    9
121043,19330301,-9999,    9
121043,19330302,-9999,    9
121043,19330303,-9999,    9
121043,19330304,-9999,    9
121043,19330305,-9999,    9
121043,19330306,-9999,    9
121043,19330307,-9999,    9
121043,19330308,-9999,    9
121043,19330309,-9999,    9
121043,19330310,-9999,    9
121043,19330311,-9999,    9
121043,19330312,-9999,    9
121043,19330313,-9999,    9
121043,19330314,-9999,    9
121043,19330315,-9999,    9
121043,19330316,-9999,    9
121043,19330317,-9999,    9
121043,19330318,-9999,    9
121043,19330319,-9999,    9
121043,19330320,-9999,    9
121043,19330321,-9999,    9
121043,19330322,-9999,    9
121043,19330323,-9999,    9
121043,19330324,-9999,    9
121043,19330325,-9999,    9
121043,19330326,-9999,    9
121043,19330327,-9999,    9
121043,19330328,-9999,    9
121043,19330329,-9999,    9
121043,19330330,-9999,    9
121043,19330331,-9999,    9
121043,19330401,-9999,    9
121043,19330402,-9999,    9
121043,19330403,-9999,    9
121043,19330404,-9999,    9
121043,19330405,-9999,    9
121043,19330406,-9999,    9
121043,19330407,-9999,    9
121043,19330408,-9999,    9
121043,19330409,-9999,    9
121043,19330410,-9999,    9
121043,19330411,-9999,    9
121043,19330412,-9999,    9
121043,19330413,-9999,    9
121043,19330414,-9999,    9
121043,19330415,-9999,    9
121043,19330416,-9999,    9
121043,19330417,-9999,    9
121043,19330418,-9999,    9
121043,19330419,-9999,    9
121043,19330420,-9999,    9
121043,19330421,-9999,    9
121043,19330422,-9999,    9
121043,19330423,-9999,    9
121043,19330424,-9999,    9
121043,19330425,-9999,    9
121043,19330426,-9999,    9
121043,19330427,-9999,    9
121043,19330428,-9999,    9
121043,19330429,-9999,    9
121043,19330430,-9999,    9
121043,19330501,-9999,    9
121043,19330502,-9999,    9
121043,19330503,-9999,    9
121043,19330504,-9999,    9
121043,19330505,-9999,    9
121043,19330506,-9999,    9
121043,19330507,-9999,    9
121043,19330508,-9999,    9
121043,19330509,-9999,    9
121043,19330510,-9999,    9
121043,19330511,-9999,    9
121043,19330512,-9999,    9
121043,19330513,-9999,    9
121043,19330514,-9999,    9
121043,19330515,-9999,    9
121043,19330516,-9999,    9
121043,19330517,-9999,    9
121043,19330518,-9999,    9
121043,19330519,-9999,    9
121043,19330520,-9999,    9
121043,19330521,-9999,    9
121043,19330522,-9999,    9
121043,19330523,-9999,    9
121043,19330524,-9999,    9
121043,19330525,-9999,    9
121043,19330526,-9999,    9
121043,19330527,-9999,    9
121043,19330528,-9999,    9
121043,19330529,-9999,    9
121043,19330530,-9999,    9
121043,19330531,-9999,    9
121043,19330601,-9999,    9
121043,19330602,-9999,    9
121043,19330603,-9999,    9
121043,19330604,-9999,    9
121043,19330605,-9999,    9
121043,19330606,-9999,    9
121043,19330607,-9999,    9
121043,19330608,-9999,    9
121043,19330609,-9999,    9
121043,19330610,-9999,    9
121043,19330611,-9999,    9
121043,19330612,-9999,    9
121043,19330613,-9999,    9
121043,19330614,-9999,    9
121043,19330615,-9999,    9
121043,19330616,-9999,    9
121043,19330617,-9999,    9
121043,19330618,-9999,    9
121043,19330619,-9999,    9
121043,19330620,-9999,    9
121043,19330621,-9999,    9
121043,19330622,-9999,    9
121043,19330623,-9999,    9
121043,19330624,-9999,    9
121043,19330625,-9999,    9
121043,19330626,-9999,    9
121043,19330627,-9999,    9
121043,19330628,-9999,    9
121043,19330629,-9999,    9
121043,19330630,-9999,    9
121043,19330701,-9999,    9
121043,19330702,-9999,    9
121043,19330703,-9999,    9
121043,19330704,-9999,    9
121043,19330705,-9999,    9
121043,19330706,-9999,    9
121043,19330707,-9999,    9
121043,19330708,-9999,    9
121043,19330709,-9999,    9
121043,19330710,-9999,    9
121043,19330711,-9999,    9
121043,19330712,-9999,    9
121043,19330713,-9999,    9
121043,19330714,-9999,    9
121043,19330715,-9999,    9
121043,19330716,-9999,    9
121043,19330717,-9999,    9
121043,19330718,-9999,    9
121043,19330719,-9999,    9
121043,19330720,-9999,    9
121043,19330721,-9999,    9
121043,19330722,-9999,    9
121043,19330723,-9999,    9
121043,19330724,-9999,    9
121043,19330725,-9999,    9
121043,19330726,-9999,    9
121043,19330727,-9999,    9
121043,19330728,-9999,    9
121043,19330729,-9999,    9
121043,19330730,-9999,    9
121043,19330731,-9999,    9
121043,19330801,-9999,    9
121043,19330802,-9999,    9
121043,19330803,-9999,    9
121043,19330804,-9999,    9
121043,19330805,-9999,    9
121043,19330806,-9999,    9
121043,19330807,-9999,    9
121043,19330808,-9999,    9
121043,19330809,-9999,    9
121043,19330810,-9999,    9
121043,19330811,-9999,    9
121043,19330812,-9999,    9
121043,19330813,-9999,    9
121043,19330814,-9999,    9
121043,19330815,-9999,    9
121043,19330816,-9999,    9
121043,19330817,-9999,    9
121043,19330818,-9999,    9
121043,19330819,-9999,    9
121043,19330820,-9999,    9
121043,19330821,-9999,    9
121043,19330822,-9999,    9
121043,19330823,-9999,    9
121043,19330824,-9999,    9
121043,19330825,-9999,    9
121043,19330826,-9999,    9
121043,19330827,-9999,    9
121043,19330828,-9999,    9
121043,19330829,-9999,    9
