SOUID,DATE,TG,Q_TG
121044,19/09/1988,14,0
121044,20/09/1988,13.8,0
121044,21/09/1988,12.4,0
121044,22/09/1988,14.2,0
121044,23/09/1988,13.8,0
121044,24/09/1988,13.8,0
121044,25/09/1988,15.3,0
121044,26/09/1988,16.3,0
121044,27/09/1988,17.6,0
121044,28/09/1988,15.5,0
121044,29/09/1988,11.8,0
121044,30/09/1988,7.1,0
121044,01/10/1988,8.4,0
121044,02/10/1988,10.8,0
121044,03/10/1988,12.2,0
121044,04/10/1988,13.5,0
121044,05/10/1988,12.5,0
121044,06/10/1988,11.4,0
121044,07/10/1988,10.5,0
121044,08/10/1988,10.9,0
121044,09/10/1988,14.8,0
121044,10/10/1988,10.7,0
121044,11/10/1988,8.8,0
121044,12/10/1988,12.2,0
121044,13/10/1988,12.2,0
121044,14/10/1988,12.8,0
121044,15/10/1988,12.8,0
121044,16/10/1988,14,0
121044,17/10/1988,13.6,0
121044,18/10/1988,14.8,0
121044,19/10/1988,14.3,0
121044,20/10/1988,12.7,0
121044,21/10/1988,10.8,0
121044,22/10/1988,8.1,0
121044,23/10/1988,8.8,0
121044,24/10/1988,11.2,0
121044,25/10/1988,10.2,0
121044,26/10/1988,11.4,0
121044,27/10/1988,13.8,0
121044,28/10/1988,12.4,0
121044,29/10/1988,3.8,0
121044,30/10/1988,1.8,0
121044,31/10/1988,6.4,0
121044,01/11/1988,7.6,0
121044,02/11/1988,3.8,0
121044,03/11/1988,-0.9,0
121044,04/11/1988,1,0
121044,05/11/1988,-0.8,0
121044,06/11/1988,-0.2,0
121044,07/11/1988,2.6,0
121044,08/11/1988,6.5,0
121044,09/11/1988,7.2,0
121044,10/11/1988,9.1,0
121044,11/11/1988,11.4,0
121044,12/11/1988,11.8,0
121044,13/11/1988,9.3,0
121044,14/11/1988,8.9,0
121044,15/11/1988,9.4,0
121044,16/11/1988,7.2,0
121044,17/11/1988,7.2,0
121044,18/11/1988,9.2,0
121044,19/11/1988,5.4,0
121044,20/11/1988,1.5,0
121044,21/11/1988,-2.8,0
121044,22/11/1988,-3.1,0
121044,23/11/1988,2.2,0
121044,24/11/1988,4.8,0
121044,25/11/1988,6.3,0
121044,26/11/1988,5.1,0
121044,27/11/1988,5.6,0
121044,28/11/1988,3.9,0
121044,29/11/1988,7.4,0
121044,30/11/1988,9.5,0
121044,01/12/1988,8.8,0
121044,02/12/1988,4.5,0
121044,03/12/1988,3.7,0
121044,04/12/1988,7.9,0
121044,05/12/1988,6.5,0
121044,06/12/1988,5.2,0
121044,07/12/1988,4.8,0
121044,08/12/1988,6.2,0
121044,09/12/1988,6.2,0
121044,10/12/1988,9.9,0
121044,11/12/1988,8.4,0
121044,12/12/1988,6.8,0
121044,13/12/1988,7.2,0
121044,14/12/1988,6.7,0
121044,15/12/1988,3.4,0
121044,16/12/1988,0.3,0
121044,17/12/1988,3.6,0
121044,18/12/1988,7.1,0
121044,19/12/1988,7,0
121044,20/12/1988,4.2,0
121044,21/12/1988,6.3,0
121044,22/12/1988,9.2,0
121044,23/12/1988,9.8,0
121044,24/12/1988,7.2,0
121044,25/12/1988,8.8,0
121044,26/12/1988,8.8,0
121044,27/12/1988,9.6,0
121044,28/12/1988,9.4,0
121044,29/12/1988,5.8,0
121044,30/12/1988,3,0
121044,31/12/1988,5.4,0
121044,01/01/1989,5.8,0
121044,02/01/1989,4.4,0
121044,03/01/1989,1.5,0
121044,04/01/1989,4.8,0
121044,05/01/1989,5.2,0
121044,06/01/1989,8.2,0
121044,07/01/1989,6.6,0
121044,08/01/1989,9.4,0
121044,09/01/1989,8.7,0
121044,10/01/1989,7.3,0
121044,11/01/1989,3,0
121044,12/01/1989,7.9,0
121044,13/01/1989,3.7,0
121044,14/01/1989,4.9,0
121044,15/01/1989,6.2,0
121044,16/01/1989,7.2,0
121044,17/01/1989,3.4,0
121044,18/01/1989,2.1,0
121044,19/01/1989,-0.2,0
121044,20/01/1989,1.4,0
121044,21/01/1989,5.5,0
121044,22/01/1989,3.5,0
121044,23/01/1989,2.4,0
121044,24/01/1989,0.2,0
121044,25/01/1989,0.6,0
121044,26/01/1989,2.1,0
121044,27/01/1989,1.2,0
121044,28/01/1989,-0.7,0
121044,29/01/1989,2.9,0
121044,30/01/1989,3,0
121044,31/01/1989,2.2,0
121044,01/02/1989,0.9,0
121044,02/02/1989,-0.2,0
121044,03/02/1989,-0.7,0
121044,04/02/1989,-0.7,0
121044,05/02/1989,4.9,0
121044,06/02/1989,8.2,0
121044,07/02/1989,7.1,0
121044,08/02/1989,5.4,0
121044,09/02/1989,3.8,0
121044,10/02/1989,3.8,0
121044,11/02/1989,2.7,0
121044,12/02/1989,5.4,0
121044,13/02/1989,4.8,0
121044,14/02/1989,3.9,0
121044,15/02/1989,7,0
121044,16/02/1989,3.9,0
121044,17/02/1989,3.7,0
121044,18/02/1989,10.7,0
121044,19/02/1989,11.2,0
121044,20/02/1989,5.5,0
121044,21/02/1989,1.4,0
121044,22/02/1989,4,0
121044,23/02/1989,4.5,0
121044,24/02/1989,4.5,0
121044,25/02/1989,6.2,0
121044,26/02/1989,3.9,0
121044,27/02/1989,3.5,0
121044,28/02/1989,4.6,0
121044,01/03/1989,6.5,0
121044,02/03/1989,6.4,0
121044,03/03/1989,8.2,0
121044,04/03/1989,9,0
121044,05/03/1989,10.1,0
121044,06/03/1989,11.7,0
121044,07/03/1989,12.4,0
121044,08/03/1989,6.4,0
121044,09/03/1989,8,0
121044,10/03/1989,11.2,0
121044,11/03/1989,9.8,0
121044,12/03/1989,9.9,0
121044,13/03/1989,7.6,0
121044,14/03/1989,8.6,0
121044,15/03/1989,7.5,0
121044,16/03/1989,9.6,0
121044,17/03/1989,4.3,0
121044,18/03/1989,1.6,0
121044,19/03/1989,7.2,0
121044,20/03/1989,8.1,0
121044,21/03/1989,6.2,0
121044,22/03/1989,10.3,0
121044,23/03/1989,5.4,0
121044,24/03/1989,9.2,0
121044,25/03/1989,6,0
121044,26/03/1989,10.1,0
121044,27/03/1989,13.5,0
121044,28/03/1989,16.8,0
121044,29/03/1989,10.2,0
121044,30/03/1989,9.8,0
121044,31/03/1989,11.4,0
121044,01/04/1989,10,0
121044,02/04/1989,6.4,0
121044,03/04/1989,4.6,0
121044,04/04/1989,4.9,0
121044,05/04/1989,4.3,0
121044,06/04/1989,7.5,0
121044,07/04/1989,8.8,0
121044,08/04/1989,8.6,0
121044,09/04/1989,10.1,0
121044,10/04/1989,14.1,0
121044,11/04/1989,15.6,0
121044,12/04/1989,11,0
121044,13/04/1989,9.6,0
121044,14/04/1989,7.9,0
121044,15/04/1989,9.1,0
121044,16/04/1989,8.5,0
121044,17/04/1989,7.2,0
121044,18/04/1989,6.7,0
121044,19/04/1989,6.6,0
121044,20/04/1989,5.8,0
121044,21/04/1989,7.6,0
121044,22/04/1989,9,0
121044,23/04/1989,7,0
121044,24/04/1989,11.4,0
121044,25/04/1989,9.9,0
121044,26/04/1989,3.9,0
121044,27/04/1989,6.1,0
121044,28/04/1989,6.1,0
121044,29/04/1989,7.4,0
121044,30/04/1989,7.1,0
121044,01/05/1989,9.8,0
121044,02/05/1989,13.7,0
121044,03/05/1989,13.8,0
121044,04/05/1989,17.2,0
121044,05/05/1989,18,0
121044,06/05/1989,10.5,0
121044,07/05/1989,7.6,0
121044,08/05/1989,11.8,0
121044,09/05/1989,16.5,0
121044,10/05/1989,11.2,0
121044,11/05/1989,12.6,0
121044,12/05/1989,11,0
121044,13/05/1989,11.5,0
121044,14/05/1989,10,0
121044,15/05/1989,13.8,0
121044,16/05/1989,16.3,0
121044,17/05/1989,18.2,0
121044,18/05/1989,18.4,0
121044,19/05/1989,21.3,0
121044,20/05/1989,21.3,0
121044,21/05/1989,20.6,0
121044,22/05/1989,19.6,0
121044,23/05/1989,18.6,0
121044,24/05/1989,20.2,0
121044,25/05/1989,19.9,0
121044,26/05/1989,20.4,0
121044,27/05/1989,17.3,0
121044,28/05/1989,18.9,0
121044,29/05/1989,17.1,0
121044,30/05/1989,14.4,0
121044,31/05/1989,11.5,0
121044,01/06/1989,12.4,0
121044,02/06/1989,11.2,0
121044,03/06/1989,9.4,0
121044,04/06/1989,8.4,0
121044,05/06/1989,8.2,0
121044,06/06/1989,10.2,0
121044,07/06/1989,9.8,0
121044,08/06/1989,11.7,0
121044,09/06/1989,13.8,0
121044,10/06/1989,17.6,0
121044,11/06/1989,17,0
121044,12/06/1989,17.8,0
121044,13/06/1989,21.2,0
121044,14/06/1989,20.4,0
121044,15/06/1989,20.8,0
121044,16/06/1989,19.5,0
121044,17/06/1989,19.3,0
121044,18/06/1989,20.6,0
121044,19/06/1989,23.6,0
121044,20/06/1989,23.9,0
121044,21/06/1989,21.7,0
121044,22/06/1989,16.4,0
121044,23/06/1989,17.2,0
121044,24/06/1989,17.7,0
121044,25/06/1989,20.5,0
121044,26/06/1989,22.9,0
121044,27/06/1989,17.9,0
121044,28/06/1989,14.9,0
121044,29/06/1989,15.6,0
121044,30/06/1989,15.6,0
121044,01/07/1989,17.8,0
121044,02/07/1989,15.2,0
121044,03/07/1989,17.3,0
121044,04/07/1989,20.2,0
121044,05/07/1989,24.6,0
121044,06/07/1989,25.6,0
121044,07/07/1989,25.6,0
121044,08/07/1989,20,0
121044,09/07/1989,20.1,0
121044,10/07/1989,16.8,0
121044,11/07/1989,18.2,0
121044,12/07/1989,20.2,0
121044,13/07/1989,18.6,0
121044,14/07/1989,14.2,0
121044,15/07/1989,18.1,0
121044,16/07/1989,15.9,0
121044,17/07/1989,15.5,0
121044,18/07/1989,16.8,0
121044,19/07/1989,14.9,0
121044,20/07/1989,19.6,0
121044,21/07/1989,20.5,0
121044,22/07/1989,25.9,0
121044,23/07/1989,24.1,0
121044,24/07/1989,23.8,0
121044,25/07/1989,20.9,0
121044,26/07/1989,22,0
121044,27/07/1989,18.2,0
121044,28/07/1989,18,0
121044,29/07/1989,20.6,0
121044,30/07/1989,17.8,0
121044,31/07/1989,14.6,0
121044,01/08/1989,13.6,0
121044,02/08/1989,14.6,0
121044,03/08/1989,17.4,0
121044,04/08/1989,16,0
121044,05/08/1989,17.2,0
121044,06/08/1989,20.6,0
121044,07/08/1989,20.9,0
121044,08/08/1989,19,0
121044,09/08/1989,19.4,0
121044,10/08/1989,22.1,0
121044,11/08/1989,18.1,0
121044,12/08/1989,18.3,0
121044,13/08/1989,18.8,0
121044,14/08/1989,20,0
121044,15/08/1989,25.1,0
121044,16/08/1989,20.1,0
121044,17/08/1989,19.5,0
121044,18/08/1989,17.4,0
121044,19/08/1989,20.2,0
121044,20/08/1989,23,0
121044,21/08/1989,23.4,0
121044,22/08/1989,21.8,0
121044,23/08/1989,18.2,0
121044,24/08/1989,18.6,0
121044,25/08/1989,16.1,0
121044,26/08/1989,14.8,0
121044,27/08/1989,13.3,0
121044,28/08/1989,14.6,0
121044,29/08/1989,12.8,0
121044,30/08/1989,15,0
121044,31/08/1989,18.1,0
121044,01/09/1989,15.4,0
121044,02/09/1989,13.7,0
121044,03/09/1989,11.1,0
121044,04/09/1989,10.6,0
121044,05/09/1989,11.6,0
121044,06/09/1989,14.4,0
121044,07/09/1989,16.8,0
121044,08/09/1989,17.4,0
121044,09/09/1989,17.6,0
121044,10/09/1989,18.3,0
121044,11/09/1989,19.1,0
121044,12/09/1989,17.7,0
121044,13/09/1989,15.8,0
121044,14/09/1989,16,0
121044,15/09/1989,17.6,0
121044,16/09/1989,19,0
121044,17/09/1989,17.6,0
121044,18/09/1989,21,0
121044,19/09/1989,16.6,0
121044,20/09/1989,17.4,0
121044,21/09/1989,19.2,0
121044,22/09/1989,19.5,0
121044,23/09/1989,13.5,0
121044,24/09/1989,14.3,0
121044,25/09/1989,13.4,0
121044,26/09/1989,13.9,0
121044,27/09/1989,10,0
121044,28/09/1989,10.2,0
121044,29/09/1989,11.8,0
121044,30/09/1989,13,0
121044,01/10/1989,13.4,0
121044,02/10/1989,12.9,0
121044,03/10/1989,9.8,0
121044,04/10/1989,8.1,0
121044,05/10/1989,12,0
121044,06/10/1989,11.2,0
121044,07/10/1989,9.8,0
121044,08/10/1989,10,0
121044,09/10/1989,10,0
121044,10/10/1989,9.4,0
121044,11/10/1989,10.9,0
121044,12/10/1989,12.7,0
121044,13/10/1989,13.8,0
121044,14/10/1989,9.2,0
121044,15/10/1989,8.7,0
121044,16/10/1989,8.5,0
121044,17/10/1989,9.6,0
121044,18/10/1989,10.5,0
121044,19/10/1989,13.9,0
121044,20/10/1989,12.6,0
121044,21/10/1989,18.4,0
121044,22/10/1989,16.2,0
121044,23/10/1989,14.9,0
121044,24/10/1989,13.4,0
121044,25/10/1989,13.3,0
121044,26/10/1989,14.2,0
121044,27/10/1989,16,0
121044,28/10/1989,13.3,0
121044,29/10/1989,11.6,0
121044,30/10/1989,14.7,0
121044,31/10/1989,12.9,0
121044,01/11/1989,11.7,0
121044,02/11/1989,13.1,0
121044,03/11/1989,9.4,0
121044,04/11/1989,8,0
121044,05/11/1989,7.1,0
121044,06/11/1989,5.3,0
121044,07/11/1989,5.3,0
121044,08/11/1989,8.3,0
121044,09/11/1989,6.6,0
121044,10/11/1989,6.7,0
121044,11/11/1989,6.9,0
121044,12/11/1989,6.2,0
121044,13/11/1989,4.8,0
121044,14/11/1989,3.3,0
121044,15/11/1989,4.2,0
121044,16/11/1989,3.7,0
121044,17/11/1989,4,0
121044,18/11/1989,1.2,0
121044,19/11/1989,4.4,0
121044,20/11/1989,7.5,0
121044,21/11/1989,9.2,0
121044,22/11/1989,2.4,0
121044,23/11/1989,3,0
121044,24/11/1989,3.6,0
121044,25/11/1989,-3.6,0
121044,26/11/1989,2,0
121044,27/11/1989,5.2,0
121044,28/11/1989,3.9,0
121044,29/11/1989,-0.9,0
121044,30/11/1989,-1.1,0
121044,01/12/1989,-0.2,0
121044,02/12/1989,1.9,0
121044,03/12/1989,0.1,0
121044,04/12/1989,-0.9,0
121044,05/12/1989,0.8,0
121044,06/12/1989,3.3,0
121044,07/12/1989,4.4,0
121044,08/12/1989,0.7,0
121044,09/12/1989,0.8,0
121044,10/12/1989,-1.2,0
121044,11/12/1989,0.4,0
121044,12/12/1989,2.1,0
121044,13/12/1989,7.1,0
121044,14/12/1989,12.3,0
121044,15/12/1989,9.1,0
121044,16/12/1989,14.5,0
121044,17/12/1989,11.7,0
121044,18/12/1989,11.6,0
121044,19/12/1989,7.8,0
121044,20/12/1989,10.5,0
121044,21/12/1989,13,0
121044,22/12/1989,9,0
121044,23/12/1989,6.1,0
121044,24/12/1989,8,0
121044,25/12/1989,6.8,0
121044,26/12/1989,3.2,0
121044,27/12/1989,0.8,0
121044,28/12/1989,0.6,0
121044,29/12/1989,0.4,0
121044,30/12/1989,0.4,0
121044,31/12/1989,-0.2,0
121044,01/01/1990,0.1,0
121044,02/01/1990,1,0
121044,03/01/1990,0.1,0
121044,04/01/1990,0.1,0
121044,05/01/1990,1.8,0
121044,06/01/1990,1,0
121044,07/01/1990,1.1,0
121044,08/01/1990,4.2,0
121044,09/01/1990,5.7,0
121044,10/01/1990,4.5,0
121044,11/01/1990,5.3,0
121044,12/01/1990,0.6,0
121044,13/01/1990,2.4,0
121044,14/01/1990,3.4,0
121044,15/01/1990,5.8,0
121044,16/01/1990,9.8,0
121044,17/01/1990,7,0
121044,18/01/1990,3.3,0
121044,19/01/1990,4.4,0
121044,20/01/1990,6.4,0
121044,21/01/1990,9.4,0
121044,22/01/1990,6.2,0
121044,23/01/1990,8.3,0
121044,24/01/1990,4.1,0
121044,25/01/1990,9.6,0
121044,26/01/1990,4.7,0
121044,27/01/1990,6.7,0
121044,28/01/1990,7.6,0
121044,29/01/1990,5.6,0
121044,30/01/1990,8.3,0
121044,31/01/1990,10,0
121044,01/02/1990,8.5,0
121044,02/02/1990,8.3,0
121044,03/02/1990,7.9,0
121044,04/02/1990,5.9,0
121044,05/02/1990,7.8,0
121044,06/02/1990,9.8,0
121044,07/02/1990,12.3,0
121044,08/02/1990,9.5,0
121044,09/02/1990,5.1,0
121044,10/02/1990,5.4,0
121044,11/02/1990,5.7,0
121044,12/02/1990,3.6,0
121044,13/02/1990,3.9,0
121044,14/02/1990,5.9,0
121044,15/02/1990,2.2,0
121044,16/02/1990,1.7,0
121044,17/02/1990,5.2,0
121044,18/02/1990,9.8,0
121044,19/02/1990,11.3,0
121044,20/02/1990,13.6,0
121044,21/02/1990,10,0
121044,22/02/1990,8.1,0
121044,23/02/1990,9.2,0
121044,24/02/1990,13.4,0
121044,25/02/1990,11.7,0
121044,26/02/1990,6.4,0
121044,27/02/1990,4.8,0
121044,28/02/1990,7.7,0
121044,01/03/1990,3.3,0
121044,02/03/1990,1,0
121044,03/03/1990,4.6,0
121044,04/03/1990,5.6,0
121044,05/03/1990,6.8,0
121044,06/03/1990,8.6,0
121044,07/03/1990,10.1,0
121044,08/03/1990,10.1,0
121044,09/03/1990,7.6,0
121044,10/03/1990,10.2,0
121044,11/03/1990,12.2,0
121044,12/03/1990,7.6,0
121044,13/03/1990,7.6,0
121044,14/03/1990,8.6,0
121044,15/03/1990,8.2,0
121044,16/03/1990,11.7,0
121044,17/03/1990,12.6,0
121044,18/03/1990,13.8,0
121044,19/03/1990,15.6,0
121044,20/03/1990,10.7,0
121044,21/03/1990,13.7,0
121044,22/03/1990,9.1,0
121044,23/03/1990,8.5,0
121044,24/03/1990,8.5,0
121044,25/03/1990,3.6,0
121044,26/03/1990,5.1,0
121044,27/03/1990,4.7,0
121044,28/03/1990,5.4,0
121044,29/03/1990,8.6,0
121044,30/03/1990,7.4,0
121044,31/03/1990,10.4,0
121044,01/04/1990,11.6,0
121044,02/04/1990,12.6,0
121044,03/04/1990,6.2,0
121044,04/04/1990,2.5,0
121044,05/04/1990,3.6,0
121044,06/04/1990,6.6,0
121044,07/04/1990,7.3,0
121044,08/04/1990,5.8,0
121044,09/04/1990,6.3,0
121044,10/04/1990,7.6,0
121044,11/04/1990,8.6,0
121044,12/04/1990,7.3,0
121044,13/04/1990,10.8,0
121044,14/04/1990,7.1,0
121044,15/04/1990,6.4,0
121044,16/04/1990,5.2,0
121044,17/04/1990,5.5,0
121044,18/04/1990,6.9,0
121044,19/04/1990,7.1,0
121044,20/04/1990,7.9,0
121044,21/04/1990,12.9,0
121044,22/04/1990,11.5,0
121044,23/04/1990,10.9,0
121044,24/04/1990,11,0
121044,25/04/1990,9.9,0
121044,26/04/1990,12.9,0
121044,27/04/1990,8.6,0
121044,28/04/1990,7.6,0
121044,29/04/1990,12.8,0
121044,30/04/1990,15.5,0
121044,01/05/1990,18.6,0
121044,02/05/1990,20.7,0
121044,03/05/1990,19.5,0
121044,04/05/1990,20.5,0
121044,05/05/1990,20.4,0
121044,06/05/1990,20.6,0
121044,07/05/1990,16.6,0
121044,08/05/1990,16.6,0
121044,09/05/1990,14.1,0
121044,10/05/1990,12.6,0
121044,11/05/1990,11.3,0
121044,12/05/1990,9.6,0
121044,13/05/1990,11.2,0
121044,14/05/1990,10.4,0
121044,15/05/1990,15.8,0
121044,16/05/1990,18.2,0
121044,17/05/1990,15.9,0
121044,18/05/1990,11.5,0
121044,19/05/1990,14.8,0
121044,20/05/1990,17.6,0
121044,21/05/1990,16.6,0
121044,22/05/1990,16.4,0
121044,23/05/1990,16.5,0
121044,24/05/1990,16,0
121044,25/05/1990,9.7,0
121044,26/05/1990,11,0
121044,27/05/1990,11.3,0
121044,28/05/1990,9.6,0
121044,29/05/1990,12.2,0
121044,30/05/1990,14.4,0
121044,31/05/1990,16.6,0
121044,01/06/1990,21,0
121044,02/06/1990,14,0
121044,03/06/1990,13,0
121044,04/06/1990,12.1,0
121044,05/06/1990,15.3,0
121044,06/06/1990,15,0
121044,07/06/1990,13.2,0
121044,08/06/1990,11.2,0
121044,09/06/1990,12,0
121044,10/06/1990,13,0
121044,11/06/1990,12.8,0
121044,12/06/1990,13.7,0
121044,13/06/1990,13.8,0
121044,14/06/1990,13.8,0
121044,15/06/1990,14.2,0
121044,16/06/1990,15.9,0
121044,17/06/1990,17.2,0
121044,18/06/1990,16.6,0
121044,19/06/1990,18,0
121044,20/06/1990,16,0
121044,21/06/1990,17,0
121044,22/06/1990,15,0
121044,23/06/1990,14.1,0
121044,24/06/1990,16.1,0
121044,25/06/1990,19.6,0
121044,26/06/1990,24,0
121044,27/06/1990,19.3,0
121044,28/06/1990,19.3,0
121044,29/06/1990,19.1,0
121044,30/06/1990,18.8,0
121044,01/07/1990,15.7,0
121044,02/07/1990,13.8,0
121044,03/07/1990,14.3,0
121044,04/07/1990,16,0
121044,05/07/1990,15.5,0
121044,06/07/1990,13.4,0
121044,07/07/1990,13.4,0
121044,08/07/1990,19.7,0
121044,09/07/1990,16.4,0
121044,10/07/1990,14.6,0
121044,11/07/1990,15.6,0
121044,12/07/1990,19.7,0
121044,13/07/1990,19.1,0
121044,14/07/1990,16.8,0
121044,15/07/1990,18.6,0
121044,16/07/1990,21.1,0
121044,17/07/1990,16.2,0
121044,18/07/1990,14,0
121044,19/07/1990,16.5,0
121044,20/07/1990,19.4,0
121044,21/07/1990,22.3,0
121044,22/07/1990,18,0
121044,23/07/1990,14.2,0
121044,24/07/1990,14.9,0
121044,25/07/1990,13.4,0
121044,26/07/1990,19.9,0
121044,27/07/1990,24.1,0
121044,28/07/1990,23.5,0
121044,29/07/1990,18.2,0
121044,30/07/1990,19.5,0
121044,31/07/1990,22.4,0
121044,01/08/1990,23.2,0
121044,02/08/1990,25.4,0
121044,03/08/1990,25.2,0
121044,04/08/1990,26,0
121044,05/08/1990,21.8,0
121044,06/08/1990,13.3,0
121044,07/08/1990,14.2,0
121044,08/08/1990,15,0
121044,09/08/1990,18.2,0
121044,10/08/1990,18.2,0
121044,11/08/1990,23.2,0
121044,12/08/1990,23.8,0
121044,13/08/1990,22.8,0
121044,14/08/1990,19.5,0
121044,15/08/1990,20.2,0
121044,16/08/1990,17,0
121044,17/08/1990,15.3,0
121044,18/08/1990,14,0
121044,19/08/1990,17.3,0
121044,20/08/1990,16.9,0
121044,21/08/1990,14.8,0
121044,22/08/1990,16.5,0
121044,23/08/1990,18,0
121044,24/08/1990,21.6,0
121044,25/08/1990,21.6,0
121044,26/08/1990,20.4,0
121044,27/08/1990,20.8,0
121044,28/08/1990,21.1,0
121044,29/08/1990,21.3,0
121044,30/08/1990,18.4,0
121044,31/08/1990,11.9,0
121044,01/09/1990,13.8,0
121044,02/09/1990,15.3,0
121044,03/09/1990,15.1,0
121044,04/09/1990,13.2,0
121044,05/09/1990,12.9,0
121044,06/09/1990,13.6,0
121044,07/09/1990,10.5,0
121044,08/09/1990,13.4,0
121044,09/09/1990,11.9,0
121044,10/09/1990,12,0
121044,11/09/1990,12.6,0
121044,12/09/1990,12.6,0
121044,13/09/1990,12.7,0
121044,14/09/1990,12.5,0
121044,15/09/1990,11.4,0
121044,16/09/1990,10,0
121044,17/09/1990,11.1,0
121044,18/09/1990,12.3,0
121044,19/09/1990,13.8,0
121044,20/09/1990,10.8,0
121044,21/09/1990,9.2,0
121044,22/09/1990,11.3,0
121044,23/09/1990,12.9,0
121044,24/09/1990,10.9,0
121044,25/09/1990,8.9,0
121044,26/09/1990,9.5,0
121044,27/09/1990,9.3,0
121044,28/09/1990,11.5,0
121044,29/09/1990,13.5,0
121044,30/09/1990,16,0
121044,01/10/1990,12.2,0
121044,02/10/1990,12.7,0
121044,03/10/1990,17.6,0
121044,04/10/1990,11,0
121044,05/10/1990,12.7,0
121044,06/10/1990,17.5,0
121044,07/10/1990,10.9,0
121044,08/10/1990,8,0
121044,09/10/1990,8.5,0
121044,10/10/1990,12.7,0
121044,11/10/1990,11.8,0
121044,12/10/1990,14.6,0
121044,13/10/1990,16.9,0
121044,14/10/1990,18,0
121044,15/10/1990,19,0
121044,16/10/1990,16.8,0
121044,17/10/1990,14.9,0
121044,18/10/1990,13.8,0
121044,19/10/1990,14.4,0
121044,20/10/1990,12.8,0
121044,21/10/1990,8.6,0
121044,22/10/1990,8,0
121044,23/10/1990,7.4,0
121044,24/10/1990,9.9,0
121044,25/10/1990,11.6,0
121044,26/10/1990,10.1,0
121044,27/10/1990,9,0
121044,28/10/1990,10.5,0
121044,29/10/1990,8.2,0
121044,30/10/1990,9.5,0
121044,31/10/1990,10.1,0
121044,01/11/1990,8.9,0
121044,02/11/1990,6.9,0
121044,03/11/1990,6.6,0
121044,04/11/1990,5.3,0
121044,05/11/1990,4.6,0
121044,06/11/1990,2.9,0
121044,07/11/1990,4.2,0
121044,08/11/1990,4.8,0
121044,09/11/1990,5,0
121044,10/11/1990,6.6,0
121044,11/11/1990,9.5,0
121044,12/11/1990,8.1,0
121044,13/11/1990,8.8,0
121044,14/11/1990,10.4,0
121044,15/11/1990,9.6,0
121044,16/11/1990,10.7,0
121044,17/11/1990,12,0
121044,18/11/1990,8.2,0
121044,19/11/1990,6.1,0
121044,20/11/1990,6.3,0
121044,21/11/1990,3.4,0
121044,22/11/1990,1.6,0
121044,23/11/1990,0.5,0
121044,24/11/1990,3.8,0
121044,25/11/1990,5.2,0
121044,26/11/1990,5.8,0
121044,27/11/1990,4.8,0
121044,28/11/1990,3.9,0
121044,29/11/1990,2.9,0
121044,30/11/1990,0.7,0
121044,01/12/1990,-1,0
121044,02/12/1990,4.5,0
121044,03/12/1990,5,0
121044,04/12/1990,6.2,0
121044,05/12/1990,-0.2,0
121044,06/12/1990,-1.8,0
121044,07/12/1990,-0.8,0
121044,08/12/1990,0.6,0
121044,09/12/1990,0.6,0
121044,10/12/1990,1.3,0
121044,11/12/1990,1.4,0
121044,12/12/1990,2.9,0
121044,13/12/1990,3.1,0
121044,14/12/1990,0.6,0
121044,15/12/1990,-0.1,0
121044,16/12/1990,-0.2,0
121044,17/12/1990,0.6,0
121044,18/12/1990,-0.8,0
121044,19/12/1990,-0.7,0
121044,20/12/1990,2.9,0
121044,21/12/1990,4.5,0
121044,22/12/1990,6.4,0
121044,23/12/1990,6.5,0
121044,24/12/1990,3.9,0
121044,25/12/1990,4.5,0
121044,26/12/1990,5.1,0
121044,27/12/1990,5.2,0
121044,28/12/1990,4.4,0
121044,29/12/1990,8.3,0
121044,30/12/1990,6,0
121044,31/12/1990,5.4,0
121044,01/01/1991,5,0
121044,02/01/1991,10.8,0
121044,03/01/1991,8.1,0
121044,04/01/1991,6.3,0
121044,05/01/1991,5.4,0
121044,06/01/1991,5.4,0
121044,07/01/1991,5.2,0
121044,08/01/1991,8.9,0
121044,09/01/1991,9.6,0
121044,10/01/1991,9.8,0
121044,11/01/1991,7.4,0
121044,12/01/1991,4.2,0
121044,13/01/1991,0.7,0
121044,14/01/1991,1.2,0
121044,15/01/1991,2.2,0
121044,16/01/1991,-0.5,0
121044,17/01/1991,0.2,0
121044,18/01/1991,-0.2,0
121044,19/01/1991,0,0
121044,20/01/1991,0.9,0
121044,21/01/1991,3.8,0
121044,22/01/1991,0.8,0
121044,23/01/1991,0.9,0
121044,24/01/1991,-0.2,0
121044,25/01/1991,-1.3,0
121044,26/01/1991,-0.5,0
121044,27/01/1991,2,0
121044,28/01/1991,0.3,0
121044,29/01/1991,-2.2,0
121044,30/01/1991,-0.8,0
121044,31/01/1991,-1.8,0
121044,01/02/1991,-5.4,0
121044,02/02/1991,-4.5,0
121044,03/02/1991,-4.9,0
121044,04/02/1991,-1.9,0
121044,05/02/1991,-2.2,0
121044,06/02/1991,-11.4,0
121044,07/02/1991,-7.5,0
121044,08/02/1991,-5.8,0
121044,09/02/1991,-5.3,0
121044,10/02/1991,-3.7,0
121044,11/02/1991,-3.2,0
121044,12/02/1991,-3.3,0
121044,13/02/1991,-2.8,0
121044,14/02/1991,-3.4,0
121044,15/02/1991,0.1,0
121044,16/02/1991,1.2,0
121044,17/02/1991,-2.8,0
