SOUID,DATE,TG,Q_TG
121044,20/09/1968,14.5,0
121044,21/09/1968,13.2,0
121044,22/09/1968,13.7,0
121044,23/09/1968,13.6,0
121044,24/09/1968,12.8,0
121044,25/09/1968,12.9,0
121044,26/09/1968,13.8,0
121044,27/09/1968,17.8,0
121044,28/09/1968,12.4,0
121044,29/09/1968,12,0
121044,30/09/1968,12.4,0
121044,01/10/1968,11,0
121044,02/10/1968,13.6,0
121044,03/10/1968,13.8,0
121044,04/10/1968,15.7,0
121044,05/10/1968,15,0
121044,06/10/1968,14.1,0
121044,07/10/1968,13.2,0
121044,08/10/1968,14,0
121044,09/10/1968,14,0
121044,10/10/1968,14.6,0
121044,11/10/1968,15,0
121044,12/10/1968,17.9,0
121044,13/10/1968,13.7,0
121044,14/10/1968,12.8,0
121044,15/10/1968,9,0
121044,16/10/1968,9.4,0
121044,17/10/1968,11,0
121044,18/10/1968,10.9,0
121044,19/10/1968,7.8,0
121044,20/10/1968,7.2,0
121044,21/10/1968,8.4,0
121044,22/10/1968,11,0
121044,23/10/1968,10.6,0
121044,24/10/1968,10.3,0
121044,25/10/1968,7.8,0
121044,26/10/1968,8.3,0
121044,27/10/1968,6.1,0
121044,28/10/1968,10.4,0
121044,29/10/1968,13,0
121044,30/10/1968,13.6,0
121044,31/10/1968,16.7,0
121044,01/11/1968,15.6,0
121044,02/11/1968,14,0
121044,03/11/1968,10.4,0
121044,04/11/1968,8.2,0
121044,05/11/1968,5.7,0
121044,06/11/1968,6,0
121044,07/11/1968,5.5,0
121044,08/11/1968,6.8,0
121044,09/11/1968,5.4,0
121044,10/11/1968,2.1,0
121044,11/11/1968,2.6,0
121044,12/11/1968,2.5,0
121044,13/11/1968,4.7,0
121044,14/11/1968,1.1,0
121044,15/11/1968,-1.8,0
121044,16/11/1968,-1.8,0
121044,17/11/1968,0.2,0
121044,18/11/1968,2.2,0
121044,19/11/1968,2.9,0
121044,20/11/1968,4.4,0
121044,21/11/1968,4.2,0
121044,22/11/1968,2.7,0
121044,23/11/1968,6.2,0
121044,24/11/1968,9.2,0
121044,25/11/1968,6,0
121044,26/11/1968,8,0
121044,27/11/1968,8.5,0
121044,28/11/1968,5.8,0
121044,29/11/1968,2.8,0
121044,30/11/1968,3.8,0
121044,01/12/1968,3.3,0
121044,02/12/1968,2,0
121044,03/12/1968,1,0
121044,04/12/1968,1.7,0
121044,05/12/1968,1.6,0
121044,06/12/1968,1.4,0
121044,07/12/1968,-0.7,0
121044,08/12/1968,-2.4,0
121044,09/12/1968,-1.5,0
121044,10/12/1968,-2,0
121044,11/12/1968,-6,0
121044,12/12/1968,-7.8,0
121044,13/12/1968,-7.1,0
121044,14/12/1968,-2.8,0
121044,15/12/1968,-0.1,0
121044,16/12/1968,2.9,0
121044,17/12/1968,2,0
121044,18/12/1968,1.3,0
121044,19/12/1968,-0.6,0
121044,20/12/1968,1.2,0
121044,21/12/1968,6.8,0
121044,22/12/1968,6.4,0
121044,23/12/1968,6,0
121044,24/12/1968,4.2,0
121044,25/12/1968,2.6,0
121044,26/12/1968,0.5,0
121044,27/12/1968,0.2,0
121044,28/12/1968,-4.7,0
121044,29/12/1968,-2.6,0
121044,30/12/1968,-2.9,0
121044,31/12/1968,-2.8,0
121044,01/01/1969,0.2,0
121044,02/01/1969,4.6,0
121044,03/01/1969,2,0
121044,04/01/1969,-0.3,0
121044,05/01/1969,0.5,0
121044,06/01/1969,-0.2,0
121044,07/01/1969,-1.6,0
121044,08/01/1969,-1.2,0
121044,09/01/1969,1.9,0
121044,10/01/1969,0.5,0
121044,11/01/1969,0.7,0
121044,12/01/1969,3.4,0
121044,13/01/1969,7.2,0
121044,14/01/1969,4.1,0
121044,15/01/1969,5.4,0
121044,16/01/1969,5.5,0
121044,17/01/1969,3.6,0
121044,18/01/1969,6.2,0
121044,19/01/1969,5.4,0
121044,20/01/1969,2.8,0
121044,21/01/1969,4.6,0
121044,22/01/1969,8.5,0
121044,23/01/1969,5.2,0
121044,24/01/1969,6.2,0
121044,25/01/1969,8.3,0
121044,26/01/1969,6.7,0
121044,27/01/1969,5.4,0
121044,28/01/1969,8,0
121044,29/01/1969,5.8,0
121044,30/01/1969,6.6,0
121044,31/01/1969,6,0
121044,01/02/1969,5,0
121044,02/02/1969,2.8,0
121044,03/02/1969,0.9,0
121044,04/02/1969,-0.3,0
121044,05/02/1969,-1.3,0
121044,06/02/1969,-1.8,0
121044,07/02/1969,0.9,0
121044,08/02/1969,-1.3,0
121044,09/02/1969,-0.8,0
121044,10/02/1969,0.3,0
121044,11/02/1969,-1,0
121044,12/02/1969,-0.2,0
121044,13/02/1969,-8.2,0
121044,14/02/1969,-8.3,0
121044,15/02/1969,-7.2,0
121044,16/02/1969,-3.3,0
121044,17/02/1969,-3.2,0
121044,18/02/1969,-2,0
121044,19/02/1969,-0.8,0
121044,20/02/1969,5,0
121044,21/02/1969,6.2,0
121044,22/02/1969,5.3,0
121044,23/02/1969,3.6,0
121044,24/02/1969,1,0
121044,25/02/1969,2.5,0
121044,26/02/1969,-0.2,0
121044,27/02/1969,0.6,0
121044,28/02/1969,2.8,0
121044,01/03/1969,2.4,0
121044,02/03/1969,4,0
121044,03/03/1969,4.7,0
121044,04/03/1969,3,0
121044,05/03/1969,1.5,0
121044,06/03/1969,2.3,0
121044,07/03/1969,0.6,0
121044,08/03/1969,1.9,0
121044,09/03/1969,0.9,0
121044,10/03/1969,4.7,0
121044,11/03/1969,6.2,0
121044,12/03/1969,7.1,0
121044,13/03/1969,9.6,0
121044,14/03/1969,10.7,0
121044,15/03/1969,3.9,0
121044,16/03/1969,3.1,0
121044,17/03/1969,3.4,0
121044,18/03/1969,3.6,0
121044,19/03/1969,4.5,0
121044,20/03/1969,2.8,0
121044,21/03/1969,3.3,0
121044,22/03/1969,1.4,0
121044,23/03/1969,0.8,0
121044,24/03/1969,2.5,0
121044,25/03/1969,3.2,0
121044,26/03/1969,3.5,0
121044,27/03/1969,1,0
121044,28/03/1969,1.6,0
121044,29/03/1969,2.8,0
121044,30/03/1969,6.3,0
121044,31/03/1969,9,0
121044,01/04/1969,5.4,0
121044,02/04/1969,5.1,0
121044,03/04/1969,3.9,0
121044,04/04/1969,5.5,0
121044,05/04/1969,10,0
121044,06/04/1969,12.6,0
121044,07/04/1969,13.6,0
121044,08/04/1969,14.4,0
121044,09/04/1969,13.9,0
121044,10/04/1969,16.2,0
121044,11/04/1969,12.5,0
121044,12/04/1969,8.4,0
121044,13/04/1969,2.4,0
121044,14/04/1969,3.9,0
121044,15/04/1969,7.6,0
121044,16/04/1969,5.7,0
121044,17/04/1969,5.2,0
121044,18/04/1969,2.6,0
121044,19/04/1969,2.6,0
121044,20/04/1969,5.1,0
121044,21/04/1969,9.4,0
121044,22/04/1969,9.7,0
121044,23/04/1969,8.4,0
121044,24/04/1969,11.3,0
121044,25/04/1969,13.5,0
121044,26/04/1969,15.7,0
121044,27/04/1969,10.9,0
121044,28/04/1969,12,0
121044,29/04/1969,10,0
121044,30/04/1969,11.6,0
121044,01/05/1969,11.8,0
121044,02/05/1969,17.6,0
121044,03/05/1969,17,0
121044,04/05/1969,15.4,0
121044,05/05/1969,16.2,0
121044,06/05/1969,12.2,0
121044,07/05/1969,11.4,0
121044,08/05/1969,11.1,0
121044,09/05/1969,12,0
121044,10/05/1969,13.8,0
121044,11/05/1969,16.8,0
121044,12/05/1969,19.6,0
121044,13/05/1969,24.5,0
121044,14/05/1969,23,0
121044,15/05/1969,16.6,0
121044,16/05/1969,13,0
121044,17/05/1969,13.4,0
121044,18/05/1969,7.5,0
121044,19/05/1969,6.8,0
121044,20/05/1969,7.7,0
121044,21/05/1969,11.2,0
121044,22/05/1969,12.4,0
121044,23/05/1969,15.8,0
121044,24/05/1969,18.7,0
121044,25/05/1969,17.2,0
121044,26/05/1969,13.4,0
121044,27/05/1969,15.7,0
121044,28/05/1969,16.3,0
121044,29/05/1969,13.6,0
121044,30/05/1969,14.6,0
121044,31/05/1969,12.8,0
121044,01/06/1969,12.9,0
121044,02/06/1969,11.9,0
121044,03/06/1969,10,0
121044,04/06/1969,9.2,0
121044,05/06/1969,11.4,0
121044,06/06/1969,8.3,0
121044,07/06/1969,14.7,0
121044,08/06/1969,18.5,0
121044,09/06/1969,18.6,0
121044,10/06/1969,19.4,0
121044,11/06/1969,20.9,0
121044,12/06/1969,20.5,0
121044,13/06/1969,21.2,0
121044,14/06/1969,18.8,0
121044,15/06/1969,20.3,0
121044,16/06/1969,18.3,0
121044,17/06/1969,16.7,0
121044,18/06/1969,16.6,0
121044,19/06/1969,15.2,0
121044,20/06/1969,15.2,0
121044,21/06/1969,15.8,0
121044,22/06/1969,15.8,0
121044,23/06/1969,21,0
121044,24/06/1969,16.2,0
121044,25/06/1969,14.4,0
121044,26/06/1969,14.7,0
121044,27/06/1969,14.8,0
121044,28/06/1969,14.8,0
121044,29/06/1969,15.6,0
121044,30/06/1969,17.6,0
121044,01/07/1969,18.8,0
121044,02/07/1969,20.8,0
121044,03/07/1969,21.4,0
121044,04/07/1969,18.5,0
121044,05/07/1969,20.3,0
121044,06/07/1969,20.9,0
121044,07/07/1969,13.8,0
121044,08/07/1969,12.7,0
121044,09/07/1969,12,0
121044,10/07/1969,13.1,0
121044,11/07/1969,13.9,0
121044,12/07/1969,16.6,0
121044,13/07/1969,19,0
121044,14/07/1969,17.1,0
121044,15/07/1969,20.6,0
121044,16/07/1969,25.5,0
121044,17/07/1969,21.3,0
121044,18/07/1969,19.6,0
121044,19/07/1969,22,0
121044,20/07/1969,19.2,0
121044,21/07/1969,19.6,0
121044,22/07/1969,22.8,0
121044,23/07/1969,25.1,0
121044,24/07/1969,22.4,0
121044,25/07/1969,21.4,0
121044,26/07/1969,22.8,0
121044,27/07/1969,22.3,0
121044,28/07/1969,24.2,0
121044,29/07/1969,24.4,0
121044,30/07/1969,21.7,0
121044,31/07/1969,19,0
121044,01/08/1969,21.7,0
121044,02/08/1969,22.6,0
121044,03/08/1969,20.9,0
121044,04/08/1969,23.6,0
121044,05/08/1969,23,0
121044,06/08/1969,21,0
121044,07/08/1969,18.8,0
121044,08/08/1969,20.8,0
121044,09/08/1969,22,0
121044,10/08/1969,22,0
121044,11/08/1969,21.4,0
121044,12/08/1969,18.5,0
121044,13/08/1969,17.3,0
121044,14/08/1969,19.6,0
121044,15/08/1969,19.1,0
121044,16/08/1969,16.7,0
121044,17/08/1969,18.5,0
121044,18/08/1969,16.8,0
121044,19/08/1969,17,0
121044,20/08/1969,14.8,0
121044,21/08/1969,14.1,0
121044,22/08/1969,13.6,0
121044,23/08/1969,12.3,0
121044,24/08/1969,13.5,0
121044,25/08/1969,13.8,0
121044,26/08/1969,12.4,0
121044,27/08/1969,13.2,0
121044,28/08/1969,12.9,0
121044,29/08/1969,14,0
121044,30/08/1969,15.3,0
121044,31/08/1969,13.3,0
121044,01/09/1969,14.6,0
121044,02/09/1969,14.4,0
121044,03/09/1969,15.5,0
121044,04/09/1969,13.4,0
121044,05/09/1969,15,0
121044,06/09/1969,16.2,0
121044,07/09/1969,16.2,0
121044,08/09/1969,17.4,0
121044,09/09/1969,18.6,0
121044,10/09/1969,18.1,0
121044,11/09/1969,18.4,0
121044,12/09/1969,19.2,0
121044,13/09/1969,19.7,0
121044,14/09/1969,18.9,0
121044,15/09/1969,16.7,0
121044,16/09/1969,18.4,0
121044,17/09/1969,15.8,0
121044,18/09/1969,14.1,0
121044,19/09/1969,11.9,0
121044,20/09/1969,8.8,0
121044,21/09/1969,14.4,0
121044,22/09/1969,14.8,0
121044,23/09/1969,11.6,0
121044,24/09/1969,13.9,0
121044,25/09/1969,13.7,0
121044,26/09/1969,13.6,0
121044,27/09/1969,12,0
121044,28/09/1969,8.4,0
121044,29/09/1969,11.8,0
121044,30/09/1969,11.7,0
121044,01/10/1969,9.1,0
121044,02/10/1969,10.4,0
121044,03/10/1969,12.4,0
121044,04/10/1969,12,0
121044,05/10/1969,12.7,0
121044,06/10/1969,14,0
121044,07/10/1969,14.6,0
121044,08/10/1969,15.4,0
121044,09/10/1969,13.1,0
121044,10/10/1969,11.3,0
121044,11/10/1969,10,0
121044,12/10/1969,10.3,0
121044,13/10/1969,10.8,0
121044,14/10/1969,14.4,0
121044,15/10/1969,11.2,0
121044,16/10/1969,10.6,0
121044,17/10/1969,11.4,0
121044,18/10/1969,10.2,0
121044,19/10/1969,11.2,0
121044,20/10/1969,13,0
121044,21/10/1969,14.2,0
121044,22/10/1969,13.2,0
121044,23/10/1969,13.4,0
121044,24/10/1969,10.3,0
121044,25/10/1969,10.8,0
121044,26/10/1969,12.5,0
121044,27/10/1969,12.7,0
121044,28/10/1969,11.1,0
121044,29/10/1969,9.9,0
121044,30/10/1969,9.2,0
121044,31/10/1969,10.7,0
121044,01/11/1969,9,0
121044,02/11/1969,10.9,0
121044,03/11/1969,14.4,0
121044,04/11/1969,11,0
121044,05/11/1969,4.6,0
121044,06/11/1969,2.3,0
121044,07/11/1969,4.3,0
121044,08/11/1969,7.6,0
121044,09/11/1969,9.3,0
121044,10/11/1969,9.4,0
121044,11/11/1969,14.4,0
121044,12/11/1969,10.2,0
121044,13/11/1969,8,0
121044,14/11/1969,6.7,0
121044,15/11/1969,6.5,0
121044,16/11/1969,8.4,0
121044,17/11/1969,6.2,0
121044,18/11/1969,4.6,0
121044,19/11/1969,10.9,0
121044,20/11/1969,7.2,0
121044,21/11/1969,8,0
121044,22/11/1969,9.3,0
121044,23/11/1969,9.2,0
121044,24/11/1969,2.2,0
121044,25/11/1969,2.1,0
121044,26/11/1969,1.8,0
121044,27/11/1969,3,0
121044,28/11/1969,2.9,0
121044,29/11/1969,0.2,0
121044,30/11/1969,0.3,0
121044,01/12/1969,-3.2,0
121044,02/12/1969,1,0
121044,03/12/1969,4.4,0
121044,04/12/1969,-0.2,0
121044,05/12/1969,-1.6,0
121044,06/12/1969,-1,0
121044,07/12/1969,-3.3,0
121044,08/12/1969,-1.5,0
121044,09/12/1969,-1.8,0
121044,10/12/1969,-3,0
121044,11/12/1969,0.4,0
121044,12/12/1969,0.7,0
121044,13/12/1969,-0.3,0
121044,14/12/1969,0.8,0
121044,15/12/1969,2.6,0
121044,16/12/1969,-1.2,0
121044,17/12/1969,-4.4,0
121044,18/12/1969,-3.1,0
121044,19/12/1969,-6.7,0
121044,20/12/1969,-6.9,0
121044,21/12/1969,-7.6,0
121044,22/12/1969,-3.4,0
121044,23/12/1969,1.1,0
121044,24/12/1969,2.3,0
121044,25/12/1969,3.2,0
121044,26/12/1969,-0.2,0
121044,27/12/1969,-3.3,0
121044,28/12/1969,-3.7,0
121044,29/12/1969,-0.7,0
121044,30/12/1969,-2.1,0
121044,31/12/1969,-3.2,0
121044,01/01/1970,-7.4,0
121044,02/01/1970,-1.2,0
121044,03/01/1970,1.2,0
121044,04/01/1970,-3.4,0
121044,05/01/1970,-3.6,0
121044,06/01/1970,-0.5,0
121044,07/01/1970,-0.2,0
121044,08/01/1970,-2.3,0
121044,09/01/1970,0.4,0
121044,10/01/1970,1.8,0
121044,11/01/1970,4.2,0
121044,12/01/1970,3.9,0
121044,13/01/1970,3.7,0
121044,14/01/1970,1.8,0
121044,15/01/1970,3.1,0
121044,16/01/1970,4.6,0
121044,17/01/1970,3.5,0
121044,18/01/1970,2.4,0
121044,19/01/1970,-0.2,0
121044,20/01/1970,-3.5,0
121044,21/01/1970,-3.6,0
121044,22/01/1970,-2,0
121044,23/01/1970,1,0
121044,24/01/1970,4.9,0
121044,25/01/1970,6,0
121044,26/01/1970,6.6,0
121044,27/01/1970,6.1,0
121044,28/01/1970,1.8,0
121044,29/01/1970,0.4,0
121044,30/01/1970,0.6,0
121044,31/01/1970,-7.1,0
121044,01/02/1970,-8,0
121044,02/02/1970,0.9,0
121044,03/02/1970,5.8,0
121044,04/02/1970,4.3,0
121044,05/02/1970,4.3,0
121044,06/02/1970,-0.3,0
121044,07/02/1970,2.4,0
121044,08/02/1970,5.2,0
121044,09/02/1970,4.8,0
121044,10/02/1970,2.3,0
121044,11/02/1970,2.1,0
121044,12/02/1970,0.9,0
121044,13/02/1970,-3.3,0
121044,14/02/1970,-2.8,0
121044,15/02/1970,-7,0
121044,16/02/1970,-2.2,0
121044,17/02/1970,-0.5,0
121044,18/02/1970,-2.3,0
121044,19/02/1970,0.5,0
121044,20/02/1970,5.2,0
121044,21/02/1970,5.9,0
121044,22/02/1970,9.4,0
121044,23/02/1970,5.4,0
121044,24/02/1970,3.6,0
121044,25/02/1970,2.2,0
121044,26/02/1970,2.1,0
121044,27/02/1970,-0.1,0
121044,28/02/1970,-1.9,0
121044,01/03/1970,-0.4,0
121044,02/03/1970,1.7,0
121044,03/03/1970,0.6,0
121044,04/03/1970,0.3,0
121044,05/03/1970,0.6,0
121044,06/03/1970,1.1,0
121044,07/03/1970,-0.7,0
121044,08/03/1970,-0.8,0
121044,09/03/1970,-0.4,0
121044,10/03/1970,0.8,0
121044,11/03/1970,0.7,0
121044,12/03/1970,3.2,0
121044,13/03/1970,3.8,0
121044,14/03/1970,1.6,0
121044,15/03/1970,2.8,0
121044,16/03/1970,4.5,0
121044,17/03/1970,6.8,0
121044,18/03/1970,5.5,0
121044,19/03/1970,4.8,0
121044,20/03/1970,7.5,0
121044,21/03/1970,9.6,0
121044,22/03/1970,6.9,0
121044,23/03/1970,8.4,0
121044,24/03/1970,8.5,0
121044,25/03/1970,1.4,0
121044,26/03/1970,2.4,0
121044,27/03/1970,1.8,0
121044,28/03/1970,2.3,0
121044,29/03/1970,3.8,0
121044,30/03/1970,7.8,0
121044,31/03/1970,6,0
121044,01/04/1970,3.8,0
121044,02/04/1970,1,0
121044,03/04/1970,1.8,0
121044,04/04/1970,1.5,0
121044,05/04/1970,2.1,0
121044,06/04/1970,4.6,0
121044,07/04/1970,1.6,0
121044,08/04/1970,2.8,0
121044,09/04/1970,3.5,0
121044,10/04/1970,3.4,0
121044,11/04/1970,5.4,0
121044,12/04/1970,7.8,0
121044,13/04/1970,6.1,0
121044,14/04/1970,6.2,0
121044,15/04/1970,9.7,0
121044,16/04/1970,13.8,0
121044,17/04/1970,14.4,0
121044,18/04/1970,13,0
121044,19/04/1970,10.4,0
121044,20/04/1970,7,0
121044,21/04/1970,9.6,0
121044,22/04/1970,12.4,0
121044,23/04/1970,12.6,0
121044,24/04/1970,10.6,0
121044,25/04/1970,9.4,0
121044,26/04/1970,7.6,0
121044,27/04/1970,6.1,0
121044,28/04/1970,6.1,0
121044,29/04/1970,5.3,0
121044,30/04/1970,5.6,0
121044,01/05/1970,5.4,0
121044,02/05/1970,7.3,0
121044,03/05/1970,11.5,0
121044,04/05/1970,12.8,0
121044,05/05/1970,15.7,0
121044,06/05/1970,16.2,0
121044,07/05/1970,16,0
121044,08/05/1970,17.4,0
121044,09/05/1970,15.7,0
121044,10/05/1970,16.3,0
121044,11/05/1970,15,0
121044,12/05/1970,14.3,0
121044,13/05/1970,12,0
121044,14/05/1970,13.8,0
121044,15/05/1970,13.8,0
121044,16/05/1970,13.9,0
121044,17/05/1970,13.4,0
121044,18/05/1970,13.8,0
121044,19/05/1970,15.3,0
121044,20/05/1970,12.9,0
121044,21/05/1970,10.5,0
121044,22/05/1970,9.2,0
121044,23/05/1970,10.6,0
121044,24/05/1970,13.4,0
121044,25/05/1970,17.5,0
121044,26/05/1970,15,0
121044,27/05/1970,11,0
121044,28/05/1970,14.4,0
121044,29/05/1970,14.3,0
121044,30/05/1970,12.2,0
121044,31/05/1970,14.6,0
121044,01/06/1970,14.1,0
121044,02/06/1970,11.3,0
121044,03/06/1970,14.4,0
121044,04/06/1970,14.6,0
121044,05/06/1970,14.8,0
121044,06/06/1970,19.6,0
121044,07/06/1970,20.7,0
121044,08/06/1970,22.4,0
121044,09/06/1970,20.4,0
121044,10/06/1970,18.6,0
121044,11/06/1970,20.7,0
121044,12/06/1970,18.6,0
121044,13/06/1970,15.3,0
121044,14/06/1970,15.4,0
121044,15/06/1970,16.2,0
121044,16/06/1970,16.5,0
121044,17/06/1970,20.6,0
121044,18/06/1970,20,0
121044,19/06/1970,20.6,0
121044,20/06/1970,22.2,0
121044,21/06/1970,22.4,0
121044,22/06/1970,22.7,0
121044,23/06/1970,20.4,0
121044,24/06/1970,17.4,0
121044,25/06/1970,18,0
121044,26/06/1970,19,0
121044,27/06/1970,22.8,0
121044,28/06/1970,15.8,0
121044,29/06/1970,13.6,0
121044,30/06/1970,12.7,0
121044,01/07/1970,14.6,0
121044,02/07/1970,13.4,0
121044,03/07/1970,12.8,0
121044,04/07/1970,15.1,0
121044,05/07/1970,16.8,0
121044,06/07/1970,19.4,0
121044,07/07/1970,22.7,0
121044,08/07/1970,21.2,0
121044,09/07/1970,18.9,0
121044,10/07/1970,17,0
121044,11/07/1970,16.7,0
121044,12/07/1970,18.1,0
121044,13/07/1970,21.8,0
121044,14/07/1970,13.8,0
121044,15/07/1970,12.4,0
121044,16/07/1970,12.6,0
121044,17/07/1970,11.7,0
121044,18/07/1970,16,0
121044,19/07/1970,15.9,0
121044,20/07/1970,12.7,0
121044,21/07/1970,13.9,0
121044,22/07/1970,15.9,0
121044,23/07/1970,18,0
121044,24/07/1970,17.8,0
121044,25/07/1970,14.2,0
121044,26/07/1970,15.1,0
121044,27/07/1970,18.8,0
121044,28/07/1970,21.6,0
121044,29/07/1970,17.8,0
121044,30/07/1970,17,0
121044,31/07/1970,20.2,0
121044,01/08/1970,20.3,0
121044,02/08/1970,21.2,0
121044,03/08/1970,20.8,0
121044,04/08/1970,21.8,0
121044,05/08/1970,22.1,0
121044,06/08/1970,21.6,0
121044,07/08/1970,18.8,0
121044,08/08/1970,17.4,0
121044,09/08/1970,16.9,0
121044,10/08/1970,16.4,0
121044,11/08/1970,16.1,0
121044,12/08/1970,14.5,0
121044,13/08/1970,19,0
121044,14/08/1970,17.7,0
121044,15/08/1970,17,0
121044,16/08/1970,16,0
121044,17/08/1970,14,0
121044,18/08/1970,15.7,0
121044,19/08/1970,18.6,0
121044,20/08/1970,16.1,0
121044,21/08/1970,17.4,0
121044,22/08/1970,14.9,0
121044,23/08/1970,13.6,0
121044,24/08/1970,15.9,0
121044,25/08/1970,15.6,0
121044,26/08/1970,16.7,0
121044,27/08/1970,17.2,0
121044,28/08/1970,17.8,0
121044,29/08/1970,19.9,0
121044,30/08/1970,19.6,0
121044,31/08/1970,18.3,0
121044,01/09/1970,15,0
121044,02/09/1970,15.1,0
121044,03/09/1970,17,0
121044,04/09/1970,16.2,0
121044,05/09/1970,17.3,0
121044,06/09/1970,16.2,0
121044,07/09/1970,15.2,0
121044,08/09/1970,18.9,0
121044,09/09/1970,19,0
121044,10/09/1970,14.5,0
121044,11/09/1970,13.4,0
121044,12/09/1970,14.5,0
121044,13/09/1970,13.9,0
121044,14/09/1970,17.2,0
121044,15/09/1970,17.6,0
121044,16/09/1970,10.7,0
121044,17/09/1970,12.3,0
121044,18/09/1970,14.8,0
121044,19/09/1970,16.6,0
121044,20/09/1970,15.6,0
121044,21/09/1970,16.1,0
121044,22/09/1970,11.9,0
121044,23/09/1970,8.5,0
121044,24/09/1970,9.8,0
121044,25/09/1970,12.4,0
121044,26/09/1970,15.3,0
121044,27/09/1970,15,0
121044,28/09/1970,13.7,0
121044,29/09/1970,13.3,0
121044,30/09/1970,12.6,0
121044,01/10/1970,12.1,0
121044,02/10/1970,11.3,0
121044,03/10/1970,9.9,0
121044,04/10/1970,10.1,0
121044,05/10/1970,14,0
121044,06/10/1970,13.8,0
121044,07/10/1970,12,0
121044,08/10/1970,11.9,0
121044,09/10/1970,13.2,0
121044,10/10/1970,15.4,0
121044,11/10/1970,16.5,0
121044,12/10/1970,13.1,0
121044,13/10/1970,13.2,0
121044,14/10/1970,12.4,0
121044,15/10/1970,7,0
121044,16/10/1970,7,0
121044,17/10/1970,7.1,0
121044,18/10/1970,8.3,0
121044,19/10/1970,8.2,0
121044,20/10/1970,6.6,0
121044,21/10/1970,8.7,0
121044,22/10/1970,7.5,0
121044,23/10/1970,5.3,0
121044,24/10/1970,7.4,0
121044,25/10/1970,10.6,0
121044,26/10/1970,9.8,0
121044,27/10/1970,8.2,0
121044,28/10/1970,12.4,0
121044,29/10/1970,11.9,0
121044,30/10/1970,12.1,0
121044,31/10/1970,12.8,0
121044,01/11/1970,12.4,0
121044,02/11/1970,13.4,0
121044,03/11/1970,13.5,0
121044,04/11/1970,9.8,0
121044,05/11/1970,10.1,0
121044,06/11/1970,7,0
121044,07/11/1970,4.2,0
121044,08/11/1970,3.5,0
121044,09/11/1970,8.6,0
121044,10/11/1970,6,0
121044,11/11/1970,11.5,0
121044,12/11/1970,10.2,0
121044,13/11/1970,4.1,0
121044,14/11/1970,5.5,0
121044,15/11/1970,4.6,0
121044,16/11/1970,4.2,0
121044,17/11/1970,4.8,0
121044,18/11/1970,13,0
121044,19/11/1970,10.3,0
121044,20/11/1970,7.5,0
121044,21/11/1970,5.7,0
121044,22/11/1970,4.5,0
121044,23/11/1970,5,0
121044,24/11/1970,6.8,0
121044,25/11/1970,6,0
121044,26/11/1970,6,0
121044,27/11/1970,5.7,0
121044,28/11/1970,4.2,0
121044,29/11/1970,10.6,0
121044,30/11/1970,9.6,0
121044,01/12/1970,7.7,0
121044,02/12/1970,7.6,0
121044,03/12/1970,7.4,0
121044,04/12/1970,6.4,0
121044,05/12/1970,7.3,0
121044,06/12/1970,6.4,0
121044,07/12/1970,5.8,0
121044,08/12/1970,1.2,0
121044,09/12/1970,3.7,0
121044,10/12/1970,5.2,0
121044,11/12/1970,3,0
121044,12/12/1970,2.3,0
121044,13/12/1970,5.1,0
121044,14/12/1970,5.3,0
121044,15/12/1970,4.2,0
121044,16/12/1970,3.6,0
121044,17/12/1970,2.1,0
121044,18/12/1970,3.5,0
121044,19/12/1970,4.4,0
121044,20/12/1970,6.2,0
121044,21/12/1970,2.5,0
121044,22/12/1970,-2.6,0
121044,23/12/1970,-5.6,0
121044,24/12/1970,-6.6,0
121044,25/12/1970,-5.8,0
121044,26/12/1970,-4.1,0
121044,27/12/1970,-8.7,0
121044,28/12/1970,-4.1,0
121044,29/12/1970,-2.2,0
121044,30/12/1970,-2.9,0
121044,31/12/1970,-5.8,0
121044,01/01/1971,-8,0
121044,02/01/1971,-4.2,0
121044,03/01/1971,-2.8,0
121044,04/01/1971,-4.1,0
121044,05/01/1971,-6.7,0
121044,06/01/1971,-7.6,0
121044,07/01/1971,-1.8,0
121044,08/01/1971,1.8,0
121044,09/01/1971,0.5,0
121044,10/01/1971,-0.9,0
121044,11/01/1971,2.2,0
121044,12/01/1971,0,0
121044,13/01/1971,-0.2,0
121044,14/01/1971,0.2,0
121044,15/01/1971,1,0
121044,16/01/1971,2.5,0
121044,17/01/1971,2.3,0
121044,18/01/1971,2.4,0
121044,19/01/1971,6.6,0
121044,20/01/1971,5.4,0
121044,21/01/1971,3.6,0
121044,22/01/1971,6,0
121044,23/01/1971,7.4,0
121044,24/01/1971,5.7,0
121044,25/01/1971,7.5,0
121044,26/01/1971,9.6,0
121044,27/01/1971,7,0
121044,28/01/1971,5,0
121044,29/01/1971,4.7,0
121044,30/01/1971,5,0
121044,31/01/1971,5.9,0
121044,01/02/1971,0.9,0
121044,02/02/1971,-3.7,0
121044,03/02/1971,3,0
121044,04/02/1971,6.6,0
121044,05/02/1971,5.1,0
121044,06/02/1971,3.7,0
121044,07/02/1971,4.6,0
121044,08/02/1971,5.4,0
121044,09/02/1971,5,0
121044,10/02/1971,4.2,0
121044,11/02/1971,1.8,0
121044,12/02/1971,5.4,0
121044,13/02/1971,5.6,0
121044,14/02/1971,4.8,0
121044,15/02/1971,6.8,0
121044,16/02/1971,3.4,0
121044,17/02/1971,2.5,0
