EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 14-12-2024
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TN   : minimum temperature in 0.1 &#176;C
23-27 Q_TN : Quality code for TN (0='valid'; 1='suspect'; 9='missing')

This is the series of GERMANY, KOLN-BONN (SOUID: 121045)
See file sources.txt for more info.



 SOUID,    DATE,   TN, Q_TN
121045,19570701,-9999,    9
121045,19570702,-9999,    9
121045,19570703,-9999,    9
121045,19570704,-9999,    9
121045,19570705,-9999,    9
121045,19570706,-9999,    9
121045,19570707,-9999,    9
121045,19570708,-9999,    9
121045,19570709,-9999,    9
121045,19570710,-9999,    9
121045,19570711,-9999,    9
121045,19570712,-9999,    9
121045,19570713,-9999,    9
121045,19570714,-9999,    9
121045,19570715,-9999,    9
121045,19570716,-9999,    9
121045,19570717,-9999,    9
121045,19570718,-9999,    9
121045,19570719,-9999,    9
121045,19570720,-9999,    9
121045,19570721,-9999,    9
121045,19570722,-9999,    9
121045,19570723,-9999,    9
121045,19570724,-9999,    9
121045,19570725,-9999,    9
121045,19570726,-9999,    9
121045,19570727,-9999,    9
121045,19570728,-9999,    9
121045,19570729,-9999,    9
121045,19570730,-9999,    9
121045,19570731,-9999,    9
121045,19570801,-9999,    9
121045,19570802,-9999,    9
121045,19570803,-9999,    9
121045,19570804,-9999,    9
121045,19570805,-9999,    9
121045,19570806,-9999,    9
121045,19570807,-9999,    9
121045,19570808,-9999,    9
121045,19570809,-9999,    9
121045,19570810,-9999,    9
121045,19570811,-9999,    9
121045,19570812,-9999,    9
121045,19570813,-9999,    9
121045,19570814,-9999,    9
121045,19570815,-9999,    9
121045,19570816,-9999,    9
121045,19570817,-9999,    9
121045,19570818,-9999,    9
121045,19570819,-9999,    9
121045,19570820,-9999,    9
121045,19570821,-9999,    9
121045,19570822,-9999,    9
121045,19570823,-9999,    9
121045,19570824,-9999,    9
121045,19570825,-9999,    9
121045,19570826,-9999,    9
121045,19570827,-9999,    9
121045,19570828,-9999,    9
121045,19570829,-9999,    9
121045,19570830,-9999,    9
121045,19570831,-9999,    9
121045,19570901,  119,    0
121045,19570902,  105,    0
121045,19570903,   57,    0
121045,19570904,   60,    0
121045,19570905,  110,    0
121045,19570906,  130,    0
121045,19570907,  120,    0
121045,19570908,  123,    0
121045,19570909,  116,    0
121045,19570910,   93,    0
121045,19570911,  138,    0
121045,19570912,  104,    0
121045,19570913,   74,    0
121045,19570914,   79,    0
121045,19570915,   88,    0
121045,19570916,   83,    0
121045,19570917,   76,    0
121045,19570918,  122,    0
121045,19570919,  120,    0
121045,19570920,  105,    0
121045,19570921,  114,    0
121045,19570922,  140,    0
121045,19570923,  152,    0
121045,19570924,   78,    0
121045,19570925,   54,    0
121045,19570926,   59,    0
121045,19570927,   18,    0
121045,19570928,  104,    0
121045,19570929,   70,    0
121045,19570930,    4,    0
121045,19571001,   19,    0
121045,19571002,   14,    0
121045,19571003,    9,    0
121045,19571004,   23,    0
121045,19571005,   -8,    0
121045,19571006,   92,    0
121045,19571007,   75,    0
121045,19571008,   24,    0
121045,19571009,   43,    0
121045,19571010,   94,    0
121045,19571011,   70,    0
121045,19571012,   64,    0
121045,19571013,   54,    0
121045,19571014,   76,    0
121045,19571015,   42,    0
121045,19571016,   69,    0
121045,19571017,  109,    0
121045,19571018,  125,    0
121045,19571019,   94,    0
121045,19571020,   44,    0
121045,19571021,   28,    0
121045,19571022,   59,    0
121045,19571023,   30,    0
121045,19571024,   89,    0
121045,19571025,   86,    0
121045,19571026,   38,    0
121045,19571027,   56,    0
121045,19571028,   79,    0
121045,19571029,  101,    0
121045,19571030,  103,    0
121045,19571031,   88,    0
121045,19571101,   77,    0
121045,19571102,   48,    0
121045,19571103,   36,    0
121045,19571104,  114,    0
121045,19571105,  105,    0
121045,19571106,   75,    0
121045,19571107,   52,    0
121045,19571108,   36,    0
121045,19571109,   39,    0
121045,19571110,   56,    0
121045,19571111,   73,    0
121045,19571112,   48,    0
121045,19571113,   34,    0
121045,19571114,   22,    0
121045,19571115,   30,    0
121045,19571116,   52,    0
121045,19571117,   14,    0
121045,19571118,  -18,    0
121045,19571119,   31,    0
121045,19571120,    9,    0
121045,19571121,  -10,    0
121045,19571122,   -4,    0
121045,19571123,    3,    0
121045,19571124,    5,    0
121045,19571125,   -8,    0
121045,19571126,   41,    0
121045,19571127,   54,    0
121045,19571128,   72,    0
121045,19571129,   17,    0
121045,19571130,  -49,    0
121045,19571201,  -72,    0
121045,19571202,  -89,    0
121045,19571203,  -33,    0
121045,19571204,  -35,    0
121045,19571205,    8,    0
121045,19571206,  -33,    0
121045,19571207,  -11,    0
121045,19571208,   15,    0
121045,19571209,   20,    0
121045,19571210,  -23,    0
121045,19571211,  -20,    0
121045,19571212,    1,    0
121045,19571213,   15,    0
121045,19571214,   -3,    0
121045,19571215,  -41,    0
121045,19571216,  -43,    0
121045,19571217,  -28,    0
121045,19571218,  -30,    0
121045,19571219,  -20,    0
121045,19571220,  -41,    0
121045,19571221,   39,    0
121045,19571222,   25,    0
121045,19571223,    4,    0
121045,19571224,   28,    0
121045,19571225,  -20,    0
121045,19571226,  -32,    0
121045,19571227,  -40,    0
121045,19571228,   25,    0
121045,19571229,   11,    0
121045,19571230,   55,    0
121045,19571231,   45,    0
121045,19580101,   64,    0
121045,19580102,  -36,    0
121045,19580103,  -76,    0
121045,19580104,  -65,    0
121045,19580105,  -14,    0
121045,19580106,   -3,    0
121045,19580107,   16,    0
121045,19580108,   12,    0
121045,19580109,   42,    0
121045,19580110,   38,    0
121045,19580111,   37,    0
121045,19580112,   16,    0
121045,19580113,    9,    0
121045,19580114,    8,    0
121045,19580115,    0,    0
121045,19580116,    0,    0
121045,19580117,   20,    0
121045,19580118,    4,    0
121045,19580119,   -7,    0
121045,19580120,  -12,    0
121045,19580121,  -12,    0
121045,19580122,  -17,    0
121045,19580123,  -84,    0
121045,19580124,  -56,    0
121045,19580125,  -92,    0
121045,19580126,  -20,    0
121045,19580127,    3,    0
121045,19580128,  -14,    0
121045,19580129,  -21,    0
121045,19580130,  -45,    0
121045,19580131,  -13,    0
121045,19580201,  -32,    0
121045,19580202,  -48,    0
121045,19580203,   16,    0
121045,19580204,  -42,    0
121045,19580205,   32,    0
121045,19580206,    4,    0
121045,19580207,  -16,    0
121045,19580208,  -16,    0
121045,19580209,   -1,    0
121045,19580210,   60,    0
121045,19580211,   88,    0
121045,19580212,   84,    0
121045,19580213,   52,    0
121045,19580214,  101,    0
121045,19580215,  116,    0
121045,19580216,   55,    0
121045,19580217,   10,    0
121045,19580218,  -10,    0
121045,19580219,   -8,    0
121045,19580220,   22,    0
121045,19580221,   20,    0
121045,19580222,   -6,    0
121045,19580223,  -46,    0
121045,19580224,    4,    0
121045,19580225,   63,    0
121045,19580226,  -46,    0
121045,19580227, -128,    0
121045,19580228,  -96,    0
121045,19580301,  -53,    0
121045,19580302,  -50,    0
121045,19580303,   20,    0
121045,19580304,    6,    0
121045,19580305,   15,    0
121045,19580306,   16,    0
121045,19580307,  -17,    0
121045,19580308,  -11,    0
121045,19580309,  -23,    0
121045,19580310,  -48,    0
121045,19580311,  -96,    0
121045,19580312,  -70,    0
121045,19580313,  -55,    0
121045,19580314,  -39,    0
121045,19580315,  -94,    0
121045,19580316,  -74,    0
121045,19580317,  -67,    0
121045,19580318,  -52,    0
121045,19580319,  -11,    0
121045,19580320,  -22,    0
121045,19580321,  -43,    0
121045,19580322,  -71,    0
121045,19580323,  -96,    0
121045,19580324,  -60,    0
121045,19580325,    8,    0
121045,19580326,   50,    0
121045,19580327,   79,    0
121045,19580328,   80,    0
121045,19580329,   74,    0
121045,19580330,   16,    0
121045,19580331,   18,    0
121045,19580401,  -22,    0
121045,19580402,  -52,    0
121045,19580403,  -58,    0
121045,19580404,   53,    0
121045,19580405,   26,    0
121045,19580406,    3,    0
121045,19580407,   23,    0
121045,19580408,   18,    0
121045,19580409,    5,    0
121045,19580410,   -7,    0
121045,19580411,  -46,    0
121045,19580412,   -6,    0
121045,19580413,  -44,    0
121045,19580414,  -27,    0
121045,19580415,   58,    0
121045,19580416,   38,    0
121045,19580417,    0,    0
121045,19580418,  -15,    0
121045,19580419,   52,    0
121045,19580420,   65,    0
121045,19580421,   40,    0
121045,19580422,   20,    0
121045,19580423,  -26,    0
121045,19580424,   13,    0
121045,19580425,   76,    0
121045,19580426,   39,    0
121045,19580427,   54,    0
121045,19580428,    9,    0
121045,19580429,   66,    0
121045,19580430,   19,    0
121045,19580501,   33,    0
121045,19580502,   39,    0
121045,19580503,   49,    0
121045,19580504,  -10,    0
121045,19580505,   46,    0
121045,19580506,   95,    0
121045,19580507,   90,    0
121045,19580508,  105,    0
121045,19580509,  108,    0
121045,19580510,  124,    0
121045,19580511,  102,    0
121045,19580512,   84,    0
121045,19580513,   64,    0
121045,19580514,   86,    0
121045,19580515,   94,    0
121045,19580516,   78,    0
121045,19580517,   56,    0
121045,19580518,   76,    0
121045,19580519,  126,    0
121045,19580520,   88,    0
121045,19580521,  100,    0
121045,19580522,   44,    0
121045,19580523,  109,    0
121045,19580524,  113,    0
121045,19580525,  113,    0
121045,19580526,  116,    0
121045,19580527,   69,    0
121045,19580528,   97,    0
121045,19580529,   54,    0
121045,19580530,  100,    0
121045,19580531,   52,    0
121045,19580601,   91,    0
121045,19580602,  112,    0
121045,19580603,  127,    0
121045,19580604,  110,    0
121045,19580605,   80,    0
121045,19580606,   72,    0
121045,19580607,  129,    0
121045,19580608,  126,    0
121045,19580609,  117,    0
121045,19580610,  102,    0
121045,19580611,   34,    0
121045,19580612,   92,    0
121045,19580613,   41,    0
121045,19580614,   54,    0
121045,19580615,   55,    0
121045,19580616,   77,    0
121045,19580617,  128,    0
121045,19580618,  122,    0
121045,19580619,   54,    0
121045,19580620,  130,    0
121045,19580621,  104,    0
121045,19580622,   94,    0
121045,19580623,  108,    0
121045,19580624,   78,    0
121045,19580625,   77,    0
121045,19580626,  126,    0
121045,19580627,  104,    0
121045,19580628,  110,    0
121045,19580629,  136,    0
121045,19580630,  100,    0
121045,19580701,  127,    0
121045,19580702,  153,    0
121045,19580703,  112,    0
121045,19580704,  110,    0
121045,19580705,  123,    0
121045,19580706,  129,    0
121045,19580707,  133,    0
121045,19580708,  134,    0
121045,19580709,   88,    0
121045,19580710,  110,    0
121045,19580711,  110,    0
121045,19580712,  135,    0
121045,19580713,  177,    0
121045,19580714,   94,    0
121045,19580715,   77,    0
121045,19580716,  154,    0
121045,19580717,   99,    0
121045,19580718,   74,    0
121045,19580719,  104,    0
121045,19580720,  149,    0
121045,19580721,  129,    0
121045,19580722,  132,    0
121045,19580723,  107,    0
121045,19580724,   76,    0
121045,19580725,  114,    0
121045,19580726,  132,    0
121045,19580727,  114,    0
121045,19580728,  168,    0
121045,19580729,  178,    0
121045,19580730,  158,    0
121045,19580731,  102,    0
121045,19580801,  107,    0
121045,19580802,  127,    0
121045,19580803,   95,    0
121045,19580804,   92,    0
121045,19580805,  162,    0
121045,19580806,  164,    0
121045,19580807,  110,    0
121045,19580808,  139,    0
121045,19580809,  155,    0
121045,19580810,  175,    0
121045,19580811,  184,    0
121045,19580812,  147,    0
121045,19580813,  138,    0
121045,19580814,  138,    0
121045,19580815,  166,    0
121045,19580816,  156,    0
121045,19580817,  104,    0
121045,19580818,  146,    0
121045,19580819,  168,    0
121045,19580820,  158,    0
121045,19580821,  134,    0
121045,19580822,  127,    0
121045,19580823,  150,    0
121045,19580824,   99,    0
121045,19580825,  124,    0
121045,19580826,  123,    0
121045,19580827,  102,    0
121045,19580828,  122,    0
121045,19580829,  157,    0
121045,19580830,  157,    0
121045,19580831,  172,    0
121045,19580901,  144,    0
121045,19580902,  133,    0
121045,19580903,  134,    0
121045,19580904,  118,    0
121045,19580905,  106,    0
121045,19580906,  116,    0
121045,19580907,  154,    0
121045,19580908,  145,    0
121045,19580909,  105,    0
121045,19580910,  134,    0
121045,19580911,  100,    0
121045,19580912,   67,    0
121045,19580913,   64,    0
121045,19580914,   94,    0
121045,19580915,  132,    0
121045,19580916,  148,    0
121045,19580917,  148,    0
121045,19580918,  100,    0
121045,19580919,   98,    0
121045,19580920,  124,    0
121045,19580921,   75,    0
121045,19580922,   81,    0
121045,19580923,   98,    0
121045,19580924,  121,    0
121045,19580925,  121,    0
121045,19580926,  111,    0
121045,19580927,   78,    0
121045,19580928,   54,    0
121045,19580929,  104,    0
121045,19580930,  137,    0
121045,19581001,  118,    0
121045,19581002,   84,    0
121045,19581003,   59,    0
121045,19581004,  124,    0
121045,19581005,  104,    0
121045,19581006,   80,    0
121045,19581007,   21,    0
121045,19581008,   77,    0
121045,19581009,  124,    0
121045,19581010,  141,    0
121045,19581011,  115,    0
121045,19581012,   80,    0
121045,19581013,   38,    0
121045,19581014,   98,    0
121045,19581015,  107,    0
121045,19581016,   70,    0
121045,19581017,   58,    0
121045,19581018,   22,    0
121045,19581019,   28,    0
121045,19581020,   80,    0
121045,19581021,   34,    0
121045,19581022,    6,    0
121045,19581023,   73,    0
121045,19581024,   44,    0
121045,19581025,   94,    0
121045,19581026,   94,    0
121045,19581027,   29,    0
121045,19581028,   34,    0
121045,19581029,   34,    0
121045,19581030,    6,    0
121045,19581031,    8,    0
121045,19581101,   19,    0
121045,19581102,    0,    0
121045,19581103,   40,    0
121045,19581104,   72,    0
121045,19581105,   60,    0
121045,19581106,   44,    0
121045,19581107,   44,    0
121045,19581108,   63,    0
121045,19581109,   49,    0
121045,19581110,   32,    0
121045,19581111,   42,    0
121045,19581112,   21,    0
121045,19581113,   10,    0
121045,19581114,   36,    0
121045,19581115,   77,    0
121045,19581116,   30,    0
121045,19581117,   -5,    0
121045,19581118,   30,    0
121045,19581119,   17,    0
121045,19581120,   -6,    0
121045,19581121,   46,    0
121045,19581122,   44,    0
121045,19581123,   30,    0
121045,19581124,   31,    0
121045,19581125,   22,    0
121045,19581126,    0,    0
121045,19581127,   25,    0
121045,19581128,   38,    0
121045,19581129,   12,    0
121045,19581130,    9,    0
121045,19581201,  -26,    0
121045,19581202,  -32,    0
121045,19581203,  -16,    0
121045,19581204,  -60,    0
121045,19581205,   -3,    0
121045,19581206,  -33,    0
121045,19581207,  -35,    0
121045,19581208,  -56,    0
121045,19581209,  -53,    0
121045,19581210,    3,    0
121045,19581211,   10,    0
121045,19581212,   16,    0
121045,19581213,   49,    0
121045,19581214,   33,    0
121045,19581215,   -2,    0
121045,19581216,   59,    0
121045,19581217,   36,    0
121045,19581218,    4,    0
121045,19581219,   51,    0
121045,19581220,   49,    0
121045,19581221,   34,    0
121045,19581222,   -3,    0
121045,19581223,  -17,    0
121045,19581224,   43,    0
121045,19581225,   28,    0
121045,19581226,    7,    0
121045,19581227,    9,    0
121045,19581228,   59,    0
121045,19581229,   24,    0
121045,19581230,   38,    0
121045,19581231,   34,    0
121045,19590101,   18,    0
121045,19590102,   34,    0
121045,19590103,   -4,    0
121045,19590104,  -21,    0
121045,19590105,    1,    0
121045,19590106,    4,    0
121045,19590107,   13,    0
121045,19590108,    0,    0
121045,19590109,   -5,    0
121045,19590110,  -22,    0
121045,19590111,  -42,    0
121045,19590112,  -61,    0
121045,19590113,   -9,    0
121045,19590114,  -20,    0
121045,19590115,  -86,    0
121045,19590116,  -89,    0
121045,19590117,  -36,    0
121045,19590118,  -29,    0
121045,19590119,   11,    0
121045,19590120,   43,    0
121045,19590121,   56,    0
121045,19590122,   84,    0
121045,19590123,   38,    0
121045,19590124,   14,    0
121045,19590125,   -6,    0
121045,19590126,  -42,    0
121045,19590127,  -46,    0
121045,19590128,  -46,    0
121045,19590129,  -52,    0
121045,19590130,  -70,    0
121045,19590131,  -42,    0
121045,19590201,  -30,    0
121045,19590202,  -72,    0
121045,19590203,  -88,    0
121045,19590204,  -98,    0
121045,19590205,  -76,    0
121045,19590206,  -80,    0
121045,19590207,  -80,    0
121045,19590208, -102,    0
121045,19590209,  -27,    0
121045,19590210,  -30,    0
121045,19590211,   -9,    0
121045,19590212,  -68,    0
121045,19590213,  -60,    0
121045,19590214,  -68,    0
121045,19590215,  -60,    0
121045,19590216,  -41,    0
121045,19590217,  -46,    0
121045,19590218,  -30,    0
121045,19590219,  -44,    0
121045,19590220,  -51,    0
121045,19590221,   27,    0
121045,19590222,   19,    0
121045,19590223,    8,    0
121045,19590224,   26,    0
121045,19590225,  -15,    0
121045,19590226,  -26,    0
121045,19590227,    2,    0
121045,19590228,   12,    0
121045,19590301,   14,    0
121045,19590302,   12,    0
121045,19590303,   50,    0
121045,19590304,   68,    0
121045,19590305,   33,    0
121045,19590306,   65,    0
121045,19590307,   46,    0
121045,19590308,   23,    0
121045,19590309,  -12,    0
121045,19590310,   15,    0
121045,19590311,    6,    0
121045,19590312,   41,    0
121045,19590313,    3,    0
121045,19590314,  -55,    0
121045,19590315,  -44,    0
121045,19590316,   27,    0
121045,19590317,    4,    0
121045,19590318,  -41,    0
121045,19590319,   -6,    0
121045,19590320,   38,    0
121045,19590321,   52,    0
121045,19590322,   50,    0
121045,19590323,   52,    0
121045,19590324,   12,    0
121045,19590325,   72,    0
121045,19590326,   16,    0
121045,19590327,   -3,    0
121045,19590328,   30,    0
121045,19590329,   14,    0
121045,19590330,   72,    0
121045,19590331,    0,    0
121045,19590401,    7,    0
121045,19590402,   54,    0
121045,19590403,   19,    0
121045,19590404,   32,    0
121045,19590405,   58,    0
121045,19590406,    9,    0
121045,19590407,   23,    0
121045,19590408,   43,    0
121045,19590409,   59,    0
121045,19590410,   34,    0
121045,19590411,   40,    0
121045,19590412,   76,    0
121045,19590413,   84,    0
121045,19590414,  102,    0
121045,19590415,  111,    0
121045,19590416,   85,    0
121045,19590417,  122,    0
121045,19590418,   91,    0
121045,19590419,   64,    0
121045,19590420,  -39,    0
121045,19590421,  -26,    0
121045,19590422,   10,    0
121045,19590423,   49,    0
121045,19590424,   18,    0
121045,19590425,   57,    0
121045,19590426,  107,    0
121045,19590427,   79,    0
121045,19590428,   71,    0
121045,19590429,   69,    0
121045,19590430,   94,    0
121045,19590501,   80,    0
121045,19590502,   12,    0
121045,19590503,    0,    0
121045,19590504,   50,    0
121045,19590505,  -12,    0
121045,19590506,   20,    0
121045,19590507,   36,    0
121045,19590508,   93,    0
121045,19590509,   94,    0
121045,19590510,  132,    0
121045,19590511,   98,    0
121045,19590512,   92,    0
121045,19590513,   54,    0
121045,19590514,   50,    0
121045,19590515,   25,    0
121045,19590516,   34,    0
121045,19590517,  102,    0
121045,19590518,  129,    0
121045,19590519,  112,    0
121045,19590520,  120,    0
121045,19590521,  115,    0
121045,19590522,  113,    0
121045,19590523,  107,    0
121045,19590524,   32,    0
121045,19590525,   49,    0
121045,19590526,   76,    0
121045,19590527,   94,    0
121045,19590528,   89,    0
121045,19590529,   63,    0
121045,19590530,   48,    0
121045,19590531,   83,    0
121045,19590601,   76,    0
121045,19590602,  110,    0
121045,19590603,   52,    0
121045,19590604,   93,    0
121045,19590605,  130,    0
121045,19590606,  129,    0
121045,19590607,  145,    0
121045,19590608,  149,    0
121045,19590609,  121,    0
121045,19590610,   71,    0
121045,19590611,   30,    0
121045,19590612,   35,    0
121045,19590613,  111,    0
121045,19590614,   95,    0
121045,19590615,   57,    0
121045,19590616,   39,    0
121045,19590617,   56,    0
121045,19590618,  100,    0
121045,19590619,  100,    0
121045,19590620,   42,    0
121045,19590621,  115,    0
121045,19590622,  154,    0
121045,19590623,  152,    0
121045,19590624,  153,    0
121045,19590625,  120,    0
121045,19590626,  142,    0
121045,19590627,  149,    0
121045,19590628,  144,    0
121045,19590629,  123,    0
121045,19590630,  120,    0
121045,19590701,  123,    0
121045,19590702,  154,    0
121045,19590703,  157,    0
121045,19590704,  134,    0
121045,19590705,  134,    0
121045,19590706,  177,    0
121045,19590707,  129,    0
121045,19590708,  130,    0
121045,19590709,  178,    0
121045,19590710,  190,    0
121045,19590711,  183,    0
121045,19590712,  141,    0
121045,19590713,  118,    0
121045,19590714,   81,    0
121045,19590715,  115,    0
121045,19590716,  113,    0
121045,19590717,  154,    0
121045,19590718,  144,    0
121045,19590719,  149,    0
121045,19590720,  142,    0
121045,19590721,  126,    0
121045,19590722,  159,    0
121045,19590723,  101,    0
121045,19590724,  100,    0
121045,19590725,  145,    0
121045,19590726,  114,    0
121045,19590727,  140,    0
121045,19590728,  140,    0
121045,19590729,  100,    0
121045,19590730,  130,    0
121045,19590731,  134,    0
121045,19590801,  150,    0
121045,19590802,  134,    0
121045,19590803,  136,    0
121045,19590804,  134,    0
121045,19590805,   94,    0
121045,19590806,  146,    0
121045,19590807,   90,    0
121045,19590808,  134,    0
121045,19590809,  170,    0
121045,19590810,  150,    0
121045,19590811,  163,    0
121045,19590812,  137,    0
121045,19590813,  124,    0
121045,19590814,  155,    0
121045,19590815,  164,    0
121045,19590816,   86,    0
121045,19590817,   66,    0
121045,19590818,   69,    0
121045,19590819,  125,    0
121045,19590820,  131,    0
121045,19590821,  152,    0
121045,19590822,  152,    0
121045,19590823,  114,    0
121045,19590824,  135,    0
121045,19590825,  134,    0
121045,19590826,  140,    0
121045,19590827,  112,    0
121045,19590828,   63,    0
121045,19590829,   94,    0
121045,19590830,   42,    0
121045,19590831,   45,    0
121045,19590901,   52,    0
121045,19590902,   40,    0
121045,19590903,   80,    0
121045,19590904,   58,    0
121045,19590905,  112,    0
121045,19590906,   67,    0
121045,19590907,   68,    0
121045,19590908,   70,    0
121045,19590909,   65,    0
121045,19590910,   88,    0
121045,19590911,  100,    0
121045,19590912,  120,    0
121045,19590913,  102,    0
121045,19590914,   96,    0
121045,19590915,   45,    0
121045,19590916,  100,    0
121045,19590917,   78,    0
121045,19590918,   14,    0
121045,19590919,   24,    0
121045,19590920,   35,    0
121045,19590921,   48,    0
121045,19590922,  134,    0
121045,19590923,  126,    0
121045,19590924,  100,    0
121045,19590925,   64,    0
121045,19590926,   69,    0
121045,19590927,   64,    0
121045,19590928,   15,    0
121045,19590929,   67,    0
121045,19590930,   36,    0
121045,19591001,   24,    0
121045,19591002,   20,    0
121045,19591003,   26,    0
121045,19591004,   52,    0
121045,19591005,   61,    0
121045,19591006,    1,    0
121045,19591007,   20,    0
121045,19591008,    0,    0
121045,19591009,    6,    0
121045,19591010,   54,    0
121045,19591011,   73,    0
121045,19591012,   74,    0
121045,19591013,   36,    0
121045,19591014,   44,    0
121045,19591015,   16,    0
121045,19591016,   24,    0
121045,19591017,   78,    0
121045,19591018,  118,    0
121045,19591019,   78,    0
121045,19591020,   67,    0
121045,19591021,   15,    0
121045,19591022,   89,    0
121045,19591023,   40,    0
121045,19591024,   82,    0
121045,19591025,   34,    0
121045,19591026,   11,    0
121045,19591027,   72,    0
121045,19591028,   18,    0
121045,19591029,  -29,    0
121045,19591030,   39,    0
121045,19591031,   48,    0
121045,19591101,   40,    0
121045,19591102,   35,    0
121045,19591103,   32,    0
121045,19591104,    2,    0
121045,19591105,   41,    0
121045,19591106,  -31,    0
121045,19591107,   -4,    0
121045,19591108,  -10,    0
121045,19591109,  -24,    0
121045,19591110,   47,    0
121045,19591111,   38,    0
121045,19591112,    4,    0
121045,19591113,    3,    0
121045,19591114,   48,    0
121045,19591115,   34,    0
121045,19591116,   35,    0
121045,19591117,   -6,    0
121045,19591118,   54,    0
121045,19591119,   55,    0
121045,19591120,   59,    0
121045,19591121,   27,    0
121045,19591122,   11,    0
121045,19591123,  -11,    0
121045,19591124,  -35,    0
121045,19591125,  -40,    0
121045,19591126,  -12,    0
121045,19591127,   36,    0
121045,19591128,   46,    0
121045,19591129,   54,    0
121045,19591130,   30,    0
121045,19591201,  -23,    0
121045,19591202,   19,    0
121045,19591203,   21,    0
121045,19591204,   42,    0
121045,19591205,  -12,    0
121045,19591206,  -24,    0
121045,19591207,    0,    0
121045,19591208,   22,    0
121045,19591209,    8,    0
121045,19591210,    6,    0
121045,19591211,    4,    0
121045,19591212,  -17,    0
121045,19591213,    5,    0
121045,19591214,  -13,    0
121045,19591215,  -21,    0
121045,19591216,  -35,    0
121045,19591217,   26,    0
121045,19591218,   50,    0
121045,19591219,   48,    0
121045,19591220,   49,    0
121045,19591221,   39,    0
121045,19591222,   29,    0
121045,19591223,   25,    0
121045,19591224,   31,    0
121045,19591225,   51,    0
121045,19591226,   66,    0
121045,19591227,   66,    0
121045,19591228,   50,    0
121045,19591229,   54,    0
121045,19591230,   46,    0
121045,19591231,   67,    0
121045,19600101,   64,    0
121045,19600102,   74,    0
121045,19600103,   70,    0
121045,19600104,   20,    0
121045,19600105,   62,    0
121045,19600106,   37,    0
121045,19600107,   42,    0
121045,19600108,   10,    0
121045,19600109,  -60,    0
121045,19600110,  -99,    0
121045,19600111,  -72,    0
121045,19600112, -134,    0
121045,19600113, -166,    0
121045,19600114, -172,    0
121045,19600115, -190,    0
121045,19600116, -184,    0
121045,19600117,  -86,    0
121045,19600118,  -48,    0
121045,19600119,   27,    0
121045,19600120,    6,    0
121045,19600121,  -20,    0
121045,19600122,   18,    0
121045,19600123,   39,    0
121045,19600124,   74,    0
121045,19600125,   87,    0
121045,19600126,   35,    0
121045,19600127,   28,    0
121045,19600128,   73,    0
121045,19600129,   34,    0
121045,19600130,   29,    0
121045,19600131,   14,    0
121045,19600201,    2,    0
121045,19600202,    1,    0
121045,19600203,    8,    0
121045,19600204,   34,    0
121045,19600205,   10,    0
121045,19600206,  -11,    0
121045,19600207,  -76,    0
121045,19600208,  -95,    0
121045,19600209,  -97,    0
121045,19600210,  -82,    0
121045,19600211,    0,    0
121045,19600212,    0,    0
121045,19600213,   -3,    0
121045,19600214,    7,    0
121045,19600215,   -3,    0
121045,19600216,   -2,    0
121045,19600217,  -20,    0
121045,19600218,  -56,    0
121045,19600219,  -47,    0
121045,19600220,    6,    0
121045,19600221,   18,    0
121045,19600222,    7,    0
121045,19600223,   22,    0
121045,19600224,   16,    0
121045,19600225,    6,    0
121045,19600226,   57,    0
121045,19600227,   62,    0
121045,19600228,   36,    0
121045,19600229,   60,    0
121045,19600301,   81,    0
121045,19600302,   81,    0
121045,19600303,   80,    0
121045,19600304,   56,    0
121045,19600305,   29,    0
121045,19600306,  -11,    0
121045,19600307,  -16,    0
121045,19600308,  -24,    0
121045,19600309,   -5,    0
121045,19600310,   26,    0
121045,19600311,   -4,    0
121045,19600312,   24,    0
121045,19600313,   17,    0
121045,19600314,   50,    0
121045,19600315,   29,    0
121045,19600316,   24,    0
121045,19600317,   18,    0
121045,19600318,   27,    0
121045,19600319,   21,    0
121045,19600320,   16,    0
121045,19600321,   15,    0
121045,19600322,   19,    0
121045,19600323,  -40,    0
121045,19600324,   29,    0
121045,19600325,   74,    0
121045,19600326,   56,    0
121045,19600327,   49,    0
121045,19600328,   53,    0
121045,19600329,   22,    0
121045,19600330,   47,    0
121045,19600331,   42,    0
121045,19600401,   58,    0
121045,19600402,   68,    0
121045,19600403,   41,    0
121045,19600404,   82,    0
121045,19600405,   34,    0
121045,19600406,   66,    0
121045,19600407,   90,    0
121045,19600408,  113,    0
121045,19600409,   58,    0
121045,19600410,   71,    0
121045,19600411,   54,    0
121045,19600412,   32,    0
121045,19600413,   77,    0
121045,19600414,   76,    0
121045,19600415,   52,    0
121045,19600416,   40,    0
121045,19600417,   -4,    0
121045,19600418,   39,    0
121045,19600419,   63,    0
121045,19600420,   82,    0
121045,19600421,   36,    0
121045,19600422,   29,    0
