EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 14-12-2024
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 RR   : precipitation amount in 0.1 mm
23-27 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the series of GERMANY, KOLN-BONN (SOUID: 121042)
See file sources.txt for more info.



 SOUID,    DATE,   RR, Q_RR
121042,19430530,   35,    0
121042,19430531,    0,    0
121042,19430601,   26,    0
121042,19430602,   84,    0
121042,19430603,    5,    0
121042,19430604,   22,    0
121042,19430605,   86,    0
121042,19430606,   38,    0
121042,19430607,    0,    0
121042,19430608,  116,    0
121042,19430609,   12,    0
121042,19430610,    0,    0
121042,19430611,    2,    0
121042,19430612,    0,    0
121042,19430613,    0,    0
121042,19430614,   34,    0
121042,19430615,   13,    0
121042,19430616,   47,    0
121042,19430617,   39,    0
121042,19430618,  114,    0
121042,19430619,   34,    0
121042,19430620,    0,    0
121042,19430621,   43,    0
121042,19430622,    0,    0
121042,19430623,    0,    0
121042,19430624,    0,    0
121042,19430625,    0,    0
121042,19430626,    2,    0
121042,19430627,    0,    0
121042,19430628,    0,    0
121042,19430629,    0,    0
121042,19430630,    0,    0
121042,19430701,    4,    0
121042,19430702,    0,    0
121042,19430703,    0,    0
121042,19430704,    0,    0
121042,19430705,   11,    0
121042,19430706,    0,    0
121042,19430707,    0,    0
121042,19430708,    0,    0
121042,19430709,   20,    0
121042,19430710,   18,    0
121042,19430711,   29,    0
121042,19430712,   50,    0
121042,19430713,   18,    0
121042,19430714,    0,    0
121042,19430715,    0,    0
121042,19430716,    0,    0
121042,19430717,    0,    0
121042,19430718,    0,    0
121042,19430719,    8,    0
121042,19430720,    7,    0
121042,19430721,  154,    0
121042,19430722,    1,    0
121042,19430723,    0,    0
121042,19430724,    0,    0
121042,19430725,    0,    0
121042,19430726,    0,    0
121042,19430727,    0,    0
121042,19430728,    0,    0
121042,19430729,    0,    0
121042,19430730,    0,    0
121042,19430731,    0,    0
121042,19430801,    0,    0
121042,19430802,    0,    0
121042,19430803,   60,    0
121042,19430804,   21,    0
121042,19430805,  108,    0
121042,19430806,   29,    0
121042,19430807,    7,    0
121042,19430808,    9,    0
121042,19430809,   56,    0
121042,19430810,    0,    0
121042,19430811,   24,    0
121042,19430812,    0,    0
121042,19430813,    8,    0
121042,19430814,  161,    0
121042,19430815,    1,    0
121042,19430816,    0,    0
121042,19430817,    0,    0
121042,19430818,    0,    0
121042,19430819,    0,    0
121042,19430820,    0,    0
121042,19430821,    0,    0
121042,19430822,  102,    0
121042,19430823,    0,    0
121042,19430824,    3,    0
121042,19430825,    0,    0
121042,19430826,  203,    0
121042,19430827,   28,    0
121042,19430828,    8,    0
121042,19430829,    1,    0
121042,19430830,   86,    0
121042,19430831,   10,    0
121042,19430901,    0,    0
121042,19430902,    9,    0
121042,19430903,    0,    0
121042,19430904,    0,    0
121042,19430905,    0,    0
121042,19430906,    1,    0
121042,19430907,    0,    0
121042,19430908,    0,    0
121042,19430909,   67,    0
121042,19430910,    0,    0
121042,19430911,    0,    0
121042,19430912,    0,    0
121042,19430913,   25,    0
121042,19430914,   10,    0
121042,19430915,    0,    0
121042,19430916,    0,    0
121042,19430917,   30,    0
121042,19430918,    1,    0
121042,19430919,    4,    0
121042,19430920,   42,    0
121042,19430921,    0,    0
121042,19430922,    0,    0
121042,19430923,    0,    0
121042,19430924,    3,    0
121042,19430925,  232,    0
121042,19430926,    8,    0
121042,19430927,   28,    0
121042,19430928,   47,    0
121042,19430929,    0,    0
121042,19430930,    0,    0
121042,19431001,    0,    0
121042,19431002,   25,    0
121042,19431003,    2,    0
121042,19431004,    0,    0
121042,19431005,    0,    0
121042,19431006,    0,    0
121042,19431007,    0,    0
121042,19431008,    0,    0
121042,19431009,    0,    0
121042,19431010,    0,    0
121042,19431011,    0,    0
121042,19431012,    0,    0
121042,19431013,    0,    0
121042,19431014,    0,    0
121042,19431015,    0,    0
121042,19431016,    0,    0
121042,19431017,   22,    0
121042,19431018,    3,    0
121042,19431019,    5,    0
121042,19431020,   80,    0
121042,19431021,   17,    0
121042,19431022,    2,    0
121042,19431023,    7,    0
121042,19431024,   60,    0
121042,19431025,    0,    0
121042,19431026,    0,    0
121042,19431027,    0,    0
121042,19431028,    0,    0
121042,19431029,    2,    0
121042,19431030,    0,    0
121042,19431031,    1,    0
121042,19431101,    0,    0
121042,19431102,    0,    0
121042,19431103,    0,    0
121042,19431104,    0,    0
121042,19431105,    0,    0
121042,19431106,  143,    0
121042,19431107,    5,    0
121042,19431108,    2,    0
121042,19431109,    1,    0
121042,19431110,    0,    0
121042,19431111,   50,    0
121042,19431112,    9,    0
121042,19431113,   63,    0
121042,19431114,    8,    0
121042,19431115,   14,    0
121042,19431116,   13,    0
121042,19431117,    5,    0
121042,19431118,    0,    0
121042,19431119,    0,    0
121042,19431120,    0,    0
121042,19431121,   11,    0
121042,19431122,   14,    0
121042,19431123,    5,    0
121042,19431124,  145,    0
121042,19431125,   50,    0
121042,19431126,    0,    0
121042,19431127,   16,    0
121042,19431128,   70,    0
121042,19431129,   23,    0
121042,19431130,   63,    0
121042,19431201,   21,    0
121042,19431202,   13,    0
121042,19431203,   20,    0
121042,19431204,    0,    0
121042,19431205,    0,    0
121042,19431206,    0,    0
121042,19431207,    0,    0
121042,19431208,    0,    0
121042,19431209,   13,    0
121042,19431210,    0,    0
121042,19431211,    0,    0
121042,19431212,    0,    0
121042,19431213,    0,    0
121042,19431214,    0,    0
121042,19431215,    0,    0
121042,19431216,    0,    0
121042,19431217,    0,    0
121042,19431218,   28,    0
121042,19431219,   73,    0
121042,19431220,    0,    0
121042,19431221,    2,    0
121042,19431222,   28,    0
121042,19431223,   16,    0
121042,19431224,   17,    0
121042,19431225,   15,    0
121042,19431226,    8,    0
121042,19431227,   19,    0
121042,19431228,    0,    0
121042,19431229,    2,    0
121042,19431230,    9,    0
121042,19431231,    0,    0
121042,19440101,   67,    0
121042,19440102,    5,    0
121042,19440103,  126,    0
121042,19440104,   32,    0
121042,19440105,    2,    0
121042,19440106,    7,    0
121042,19440107,   21,    0
121042,19440108,    2,    0
121042,19440109,   38,    0
121042,19440110,   20,    0
121042,19440111,   33,    0
121042,19440112,   23,    0
121042,19440113,   23,    0
121042,19440114,    0,    0
121042,19440115,    1,    0
121042,19440116,    0,    0
121042,19440117,    0,    0
121042,19440118,   48,    0
121042,19440119,    0,    0
121042,19440120,   23,    0
121042,19440121,    1,    0
121042,19440122,    0,    0
121042,19440123,   15,    0
121042,19440124,    9,    0
121042,19440125,   33,    0
121042,19440126,   49,    0
121042,19440127,    1,    0
121042,19440128,    0,    0
121042,19440129,    0,    0
121042,19440130,    0,    0
121042,19440131,    0,    0
121042,19440201,   18,    0
121042,19440202,   71,    0
121042,19440203,   53,    0
121042,19440204,  205,    0
121042,19440205,    7,    0
121042,19440206,    0,    0
121042,19440207,  107,    0
121042,19440208,   45,    0
121042,19440209,   40,    0
121042,19440210,   10,    0
121042,19440211,   11,    0
121042,19440212,    2,    0
121042,19440213,    0,    0
121042,19440214,    1,    0
121042,19440215,    0,    0
121042,19440216,    0,    0
121042,19440217,    0,    0
121042,19440218,   12,    0
121042,19440219,    0,    0
121042,19440220,    0,    0
121042,19440221,    1,    0
121042,19440222,    0,    0
121042,19440223,    0,    0
121042,19440224,    0,    0
121042,19440225,    0,    0
121042,19440226,    0,    0
121042,19440227,    0,    0
121042,19440228,    1,    0
121042,19440229,    0,    0
121042,19440301,   27,    0
121042,19440302,    9,    0
121042,19440303,   22,    0
121042,19440304,    2,    0
121042,19440305,    0,    0
121042,19440306,    0,    0
121042,19440307,    0,    0
121042,19440308,    0,    0
121042,19440309,    0,    0
121042,19440310,    6,    0
121042,19440311,   12,    0
121042,19440312,   97,    0
121042,19440313,   72,    0
121042,19440314,   62,    0
121042,19440315,    8,    0
121042,19440316,    9,    0
121042,19440317,    5,    0
121042,19440318,    0,    0
121042,19440319,   25,    0
121042,19440320,   24,    0
121042,19440321,    4,    0
121042,19440322,    7,    0
121042,19440323,    0,    0
121042,19440324,    6,    0
121042,19440325,    0,    0
121042,19440326,    1,    0
121042,19440327,    0,    0
121042,19440328,    0,    0
121042,19440329,    0,    0
121042,19440330,    0,    0
121042,19440331,   20,    0
121042,19440401,    0,    0
121042,19440402,    0,    0
121042,19440403,   37,    0
121042,19440404,   10,    0
121042,19440405,   57,    0
121042,19440406,    0,    0
121042,19440407,    0,    0
121042,19440408,    0,    0
121042,19440409,   20,    0
121042,19440410,    0,    0
121042,19440411,    0,    0
121042,19440412,    0,    0
121042,19440413,   48,    0
121042,19440414,    0,    0
121042,19440415,   10,    0
121042,19440416,    0,    0
121042,19440417,    0,    0
121042,19440418,    0,    0
121042,19440419,    0,    0
121042,19440420,    6,    0
121042,19440421,    7,    0
121042,19440422,    0,    0
121042,19440423,    0,    0
121042,19440424,   17,    0
121042,19440425,   66,    0
121042,19440426,    0,    0
121042,19440427,    0,    0
121042,19440428,   13,    0
121042,19440429,   10,    0
121042,19440430,    0,    0
121042,19440501,    0,    0
121042,19440502,    2,    0
121042,19440503,    1,    0
121042,19440504,    7,    0
121042,19440505,    8,    0
121042,19440506,    7,    0
121042,19440507,    9,    0
121042,19440508,    0,    0
121042,19440509,    0,    0
121042,19440510,    0,    0
121042,19440511,    0,    0
121042,19440512,    0,    0
121042,19440513,    0,    0
121042,19440514,   21,    0
121042,19440515,    0,    0
121042,19440516,    0,    0
121042,19440517,   69,    0
121042,19440518,   20,    0
121042,19440519,    0,    0
121042,19440520,    0,    0
121042,19440521,   26,    0
121042,19440522,    0,    0
121042,19440523,    0,    0
121042,19440524,    0,    0
121042,19440525,    0,    0
121042,19440526,   61,    0
121042,19440527,    0,    0
121042,19440528,    0,    0
121042,19440529,    0,    0
121042,19440530,    0,    0
121042,19440531,  242,    0
121042,19440601,  218,    0
121042,19440602,    2,    0
121042,19440603,    1,    0
121042,19440604,    0,    0
121042,19440605,   27,    0
121042,19440606,   28,    0
121042,19440607,   89,    0
121042,19440608,   64,    0
121042,19440609,   93,    0
121042,19440610,   87,    0
121042,19440611,   20,    0
121042,19440612,    0,    0
121042,19440613,   34,    0
121042,19440614,   25,    0
121042,19440615,   36,    0
121042,19440616,  162,    0
121042,19440617,   88,    0
121042,19440618,   85,    0
121042,19440619,    4,    0
121042,19440620,    0,    0
121042,19440621,    0,    0
121042,19440622,    0,    0
121042,19440623,    0,    0
121042,19440624,    0,    0
121042,19440625,    0,    0
121042,19440626,    0,    0
121042,19440627,   18,    0
121042,19440628,    0,    0
121042,19440629,  114,    0
121042,19440630,   21,    0
121042,19440701,   64,    0
121042,19440702,    2,    0
121042,19440703,    0,    0
121042,19440704,   90,    0
121042,19440705,    3,    0
121042,19440706,    0,    0
121042,19440707,  235,    0
121042,19440708,   44,    0
121042,19440709,   97,    0
121042,19440710,   14,    0
121042,19440711,   27,    0
121042,19440712,   17,    0
121042,19440713,   24,    0
121042,19440714,    0,    0
121042,19440715,   10,    0
121042,19440716,    0,    0
121042,19440717,    0,    0
121042,19440718,    0,    0
121042,19440719,    0,    0
121042,19440720,    0,    0
121042,19440721,   18,    0
121042,19440722,  450,    0
121042,19440723,    0,    0
121042,19440724,    0,    0
121042,19440725,    0,    0
121042,19440726,   60,    0
121042,19440727,   17,    0
121042,19440728,    0,    0
121042,19440729,   18,    0
121042,19440730,   50,    0
121042,19440731,   22,    0
121042,19440801,  145,    0
121042,19440802,    0,    0
121042,19440803,    0,    0
121042,19440804,    0,    0
121042,19440805,    0,    0
121042,19440806,    0,    0
121042,19440807,    0,    0
121042,19440808,    0,    0
121042,19440809,    0,    0
121042,19440810,    0,    0
121042,19440811,    0,    0
121042,19440812,    0,    0
121042,19440813,    0,    0
121042,19440814,    0,    0
121042,19440815,    0,    0
121042,19440816,   15,    0
121042,19440817,    0,    0
121042,19440818,    0,    0
121042,19440819,    0,    0
121042,19440820,    0,    0
121042,19440821,    0,    0
121042,19440822,    0,    0
121042,19440823,    0,    0
121042,19440824,    0,    0
121042,19440825,    0,    0
121042,19440826,   49,    0
121042,19440827,    9,    0
121042,19440828,   16,    0
121042,19440829,   22,    0
121042,19440830,  178,    0
121042,19440831,   72,    0
121042,19440901,    0,    0
121042,19440902,    9,    0
121042,19440903,   32,    0
121042,19440904,    0,    0
121042,19440905,   16,    0
121042,19440906,   29,    0
121042,19440907,    3,    0
121042,19440908,    9,    0
121042,19440909,    0,    0
121042,19440910,    0,    0
121042,19440911,    0,    0
121042,19440912,    0,    0
121042,19440913,   20,    0
121042,19440914,   40,    0
121042,19440915,    0,    0
121042,19440916,    7,    0
121042,19440917,   17,    0
121042,19440918,    0,    0
121042,19440919,    0,    0
121042,19440920,    1,    0
121042,19440921,    0,    0
121042,19440922,    0,    0
121042,19440923,  123,    0
121042,19440924,  127,    0
121042,19440925,   55,    0
121042,19440926,   31,    0
121042,19440927,   15,    0
121042,19440928,    0,    0
121042,19440929,    1,    0
121042,19440930,    8,    0
121042,19441001,   43,    0
121042,19441002,    0,    0
121042,19441003,   24,    0
121042,19441004,    4,    0
121042,19441005,    0,    0
121042,19441006,    0,    0
121042,19441007,    0,    0
121042,19441008,    1,    0
121042,19441009,   27,    0
121042,19441010,   36,    0
121042,19441011,   15,    0
121042,19441012,   20,    0
121042,19441013,    5,    0
121042,19441014,    0,    0
121042,19441015,  198,    0
121042,19441016,   65,    0
121042,19441017,  100,    0
121042,19441018,   23,    0
121042,19441019,  125,    0
121042,19441020,   18,    0
121042,19441021,    0,    0
121042,19441022,    0,    0
121042,19441023,    1,    0
121042,19441024,    0,    0
121042,19441025,    0,    0
121042,19441026,    0,    0
121042,19441027,   10,    0
121042,19441028,    0,    0
121042,19441029,    0,    0
121042,19441030,   20,    0
121042,19441031,    0,    0
121042,19441101,   23,    0
121042,19441102,    3,    0
121042,19441103,   29,    0
121042,19441104,    1,    0
121042,19441105,   35,    0
121042,19441106,   31,    0
121042,19441107,   11,    0
121042,19441108,   27,    0
121042,19441109,   55,    0
121042,19441110,   31,    0
121042,19441111,   97,    0
121042,19441112,   97,    0
121042,19441113,   18,    0
121042,19441114,   28,    0
121042,19441115,    0,    0
121042,19441116,    0,    0
121042,19441117,   37,    0
121042,19441118,    0,    0
121042,19441119,    0,    0
121042,19441120,   45,    0
121042,19441121,   18,    0
121042,19441122,  133,    0
121042,19441123,  160,    0
121042,19441124,   60,    0
121042,19441125,   43,    0
121042,19441126,    2,    0
121042,19441127,    1,    0
121042,19441128,  137,    0
121042,19441129,    6,    0
121042,19441130,    1,    0
121042,19441201,    0,    0
121042,19441202,   16,    0
121042,19441203,   52,    0
121042,19441204,   35,    0
121042,19441205,    0,    0
121042,19441206,   31,    0
121042,19441207,   28,    0
121042,19441208,   11,    0
121042,19441209,   87,    0
121042,19441210,    0,    0
121042,19441211,   17,    0
121042,19441212,   58,    0
121042,19441213,    4,    0
121042,19441214,    0,    0
121042,19441215,    0,    0
121042,19441216,    1,    0
121042,19441217,    0,    0
121042,19441218,    2,    0
121042,19441219,    0,    0
121042,19441220,    2,    0
121042,19441221,   49,    0
121042,19441222,    7,    0
121042,19441223,    0,    0
121042,19441224,    0,    0
121042,19441225,    0,    0
121042,19441226,    0,    0
121042,19441227,    0,    0
121042,19441228,    3,    0
121042,19441229,    0,    0
121042,19441230,   22,    0
121042,19441231,    0,    0
121042,19450101,    0,    0
121042,19450102,   20,    0
121042,19450103,   19,    0
121042,19450104,   27,    0
121042,19450105,    0,    0
121042,19450106,    3,    0
121042,19450107,   35,    0
121042,19450108,   80,    0
121042,19450109,    8,    0
121042,19450110,    0,    0
121042,19450111,   29,    0
121042,19450112,    0,    0
121042,19450113,    0,    0
121042,19450114,    0,    0
121042,19450115,    8,    0
121042,19450116,    0,    0
121042,19450117,    9,    0
121042,19450118,   15,    0
121042,19450119,   30,    0
121042,19450120,   29,    0
121042,19450121,  123,    0
121042,19450122,    0,    0
121042,19450123,   20,    0
121042,19450124,    0,    0
121042,19450125,    0,    0
121042,19450126,    3,    0
121042,19450127,   30,    0
121042,19450128,    0,    0
121042,19450129,   12,    0
121042,19450130,    3,    0
121042,19450131,   21,    0
121042,19450201,    3,    0
121042,19450202,    0,    0
121042,19450203,   12,    0
121042,19450204,   72,    0
121042,19450205,   97,    0
121042,19450206,    7,    0
121042,19450207,   17,    0
121042,19450208,    2,    0
121042,19450209,   28,    0
121042,19450210,   25,    0
121042,19450211,  109,    0
121042,19450212,   73,    0
121042,19450213,    5,    0
121042,19450214,    0,    0
121042,19450215,    0,    0
121042,19450216,    0,    0
121042,19450217,   13,    0
121042,19450218,   24,    0
121042,19450219,    6,    0
121042,19450220,   85,    0
121042,19450221,    0,    0
121042,19450222,    0,    0
121042,19450223,   15,    0
121042,19450224,    0,    0
121042,19450225,    4,    0
121042,19450226,    1,    0
121042,19450227,    0,    0
121042,19450228,    0,    0
121042,19450301,   14,    0
121042,19450302,    7,    0
121042,19450303,   15,    0
121042,19450304,  113,    0
121042,19450305,   11,    0
121042,19450306,    1,    0
121042,19450307,   21,    0
121042,19450308,   13,    0
121042,19450309,    9,    0
121042,19450310,    0,    0
121042,19450311,    3,    0
121042,19450312,    7,    0
121042,19450313,    0,    0
121042,19450314,    0,    0
121042,19450315,    0,    0
121042,19450316,   10,    0
121042,19450317,    0,    0
121042,19450318,    0,    0
121042,19450319,    0,    0
121042,19450320,    0,    0
121042,19450321,    0,    0
121042,19450322,    0,    0
121042,19450323,    0,    0
121042,19450324,    0,    0
121042,19450325,    1,    0
121042,19450326,    0,    0
121042,19450327,    0,    0
121042,19450328,   28,    0
121042,19450329,    6,    0
121042,19450330,   16,    0
121042,19450331,    6,    0
121042,19450401,    0,    0
121042,19450402,  146,    0
121042,19450403,   50,    0
121042,19450404,   15,    0
121042,19450405,   71,    0
121042,19450406,   16,    0
121042,19450407,    0,    0
121042,19450408,    0,    0
121042,19450409,    0,    0
121042,19450410,    0,    0
121042,19450411,    4,    0
121042,19450412,   48,    0
121042,19450413,    0,    0
121042,19450414,    0,    0
121042,19450415,    0,    0
121042,19450416,    0,    0
121042,19450417,    0,    0
121042,19450418,    0,    0
121042,19450419,    0,    0
121042,19450420,    0,    0
121042,19450421,   45,    0
121042,19450422,   53,    0
121042,19450423,   18,    0
121042,19450424,    0,    0
121042,19450425,    0,    0
121042,19450426,   12,    0
121042,19450427,   40,    0
121042,19450428,   49,    0
121042,19450429,   28,    0
121042,19450430,    2,    0
121042,19450501,    0,    0
121042,19450502,   44,    0
121042,19450503,    4,    0
121042,19450504,   60,    0
121042,19450505,   60,    0
121042,19450506,    4,    0
121042,19450507,    0,    0
121042,19450508,    0,    0
121042,19450509,    0,    0
121042,19450510,    0,    0
121042,19450511,    0,    0
121042,19450512,    0,    0
121042,19450513,    0,    0
121042,19450514,    0,    0
121042,19450515,    0,    0
121042,19450516,    0,    0
121042,19450517,    0,    0
121042,19450518,   98,    0
121042,19450519,  138,    0
121042,19450520,  220,    0
121042,19450521,   75,    0
121042,19450522,   56,    0
121042,19450523,   50,    0
121042,19450524,    1,    0
121042,19450525,    0,    0
121042,19450526,  118,    0
121042,19450527,   44,    0
121042,19450528,    0,    0
121042,19450529,   71,    0
121042,19450530,    0,    0
121042,19450531,    0,    0
121042,19450601,   26,    0
121042,19450602,    0,    0
121042,19450603,    0,    0
121042,19450604,    0,    0
121042,19450605,    0,    0
121042,19450606,   27,    0
121042,19450607,    7,    0
121042,19450608,   21,    0
121042,19450609,    0,    0
121042,19450610,  102,    0
121042,19450611,   67,    0
121042,19450612,   17,    0
121042,19450613,   13,    0
121042,19450614,   20,    0
121042,19450615,    0,    0
121042,19450616,    0,    0
121042,19450617,    0,    0
121042,19450618,    0,    0
121042,19450619,    0,    0
121042,19450620,    0,    0
121042,19450621,  256,    0
121042,19450622,    7,    0
121042,19450623,    0,    0
121042,19450624,   14,    0
121042,19450625,    0,    0
121042,19450626,    0,    0
121042,19450627,   42,    0
121042,19450628,   14,    0
121042,19450629,   15,    0
121042,19450630,    5,    0
121042,19450701,   64,    0
121042,19450702,   60,    0
121042,19450703,    2,    0
121042,19450704,    0,    0
121042,19450705,   15,    0
121042,19450706,  169,    0
121042,19450707,    1,    0
121042,19450708,    0,    0
121042,19450709,    0,    0
121042,19450710,  138,    0
121042,19450711,    6,    0
121042,19450712,    0,    0
121042,19450713,    0,    0
121042,19450714,    0,    0
121042,19450715,   15,    0
121042,19450716,    0,    0
121042,19450717,    0,    0
121042,19450718,    0,    0
121042,19450719,    0,    0
121042,19450720,    0,    0
121042,19450721,    0,    0
121042,19450722,    0,    0
121042,19450723,    0,    0
121042,19450724,    0,    0
121042,19450725,    0,    0
121042,19450726,  155,    0
121042,19450727,   28,    0
121042,19450728,    6,    0
121042,19450729,    0,    0
121042,19450730,    0,    0
121042,19450731,   82,    0
121042,19450801,    3,    0
121042,19450802,    0,    0
121042,19450803,    0,    0
121042,19450804,    0,    0
121042,19450805,    0,    0
121042,19450806,    0,    0
121042,19450807,    0,    0
121042,19450808,   15,    0
121042,19450809,  288,    0
121042,19450810,  260,    0
121042,19450811,    0,    0
121042,19450812,    1,    0
121042,19450813,   10,    0
121042,19450814,  378,    0
121042,19450815,   36,    0
121042,19450816,   29,    0
121042,19450817,   27,    0
121042,19450818,    0,    0
121042,19450819,   10,    0
121042,19450820,    1,    0
121042,19450821,   25,    0
121042,19450822,   53,    0
121042,19450823,    2,    0
121042,19450824,   14,    0
121042,19450825,    0,    0
121042,19450826,    0,    0
121042,19450827,    0,    0
121042,19450828,    0,    0
121042,19450829,    0,    0
121042,19450830,   20,    0
121042,19450831,   12,    0
121042,19450901,    0,    0
121042,19450902,    0,    0
121042,19450903,    0,    0
121042,19450904,    9,    0
121042,19450905,  162,    0
121042,19450906,    0,    0
121042,19450907,    0,    0
121042,19450908,    0,    0
121042,19450909,   25,    0
121042,19450910,    0,    0
121042,19450911,    0,    0
121042,19450912,    0,    0
121042,19450913,    0,    0
121042,19450914,   53,    0
121042,19450915,    3,    0
121042,19450916,    7,    0
121042,19450917,    0,    0
121042,19450918,  125,    0
121042,19450919,    7,    0
121042,19450920,    0,    0
121042,19450921,    0,    0
121042,19450922,    3,    0
121042,19450923,    5,    0
121042,19450924,   11,    0
121042,19450925,   51,    0
121042,19450926,   19,    0
121042,19450927,   38,    0
121042,19450928,   49,    0
121042,19450929,   15,    0
121042,19450930,    4,    0
121042,19451001,    1,    0
121042,19451002,    0,    0
121042,19451003,    0,    0
121042,19451004,    0,    0
121042,19451005,   38,    0
121042,19451006,    0,    0
121042,19451007,    0,    0
121042,19451008,    0,    0
121042,19451009,    0,    0
121042,19451010,    0,    0
121042,19451011,    0,    0
121042,19451012,    0,    0
121042,19451013,    0,    0
121042,19451014,    5,    0
121042,19451015,    4,    0
121042,19451016,    5,    0
121042,19451017,    1,    0
121042,19451018,    1,    0
121042,19451019,    0,    0
121042,19451020,    4,    0
121042,19451021,   32,    0
121042,19451022,    8,    0
121042,19451023,    2,    0
121042,19451024,   20,    0
121042,19451025,   40,    0
121042,19451026,    7,    0
121042,19451027,    0,    0
121042,19451028,    0,    0
121042,19451029,    0,    0
121042,19451030,    2,    0
121042,19451031,    2,    0
121042,19451101,   68,    0
121042,19451102,   45,    0
121042,19451103,    0,    0
121042,19451104,    0,    0
121042,19451105,    0,    0
121042,19451106,    7,    0
121042,19451107,    0,    0
121042,19451108,   47,    0
121042,19451109,   21,    0
121042,19451110,    2,    0
121042,19451111,    4,    0
121042,19451112,   45,    0
121042,19451113,    1,    0
121042,19451114,    0,    0
121042,19451115,    0,    0
121042,19451116,    0,    0
121042,19451117,    0,    0
121042,19451118,    0,    0
121042,19451119,    0,    0
121042,19451120,    0,    0
121042,19451121,    0,    0
121042,19451122,    0,    0
121042,19451123,    0,    0
121042,19451124,    0,    0
121042,19451125,    0,    0
121042,19451126,   50,    0
121042,19451127,    4,    0
121042,19451128,    7,    0
121042,19451129,    0,    0
121042,19451130,    0,    0
121042,19451201,   30,    0
121042,19451202,   44,    0
121042,19451203,   66,    0
121042,19451204,    4,    0
121042,19451205,   45,    0
121042,19451206,    1,    0
121042,19451207,    0,    0
121042,19451208,    0,    0
121042,19451209,    0,    0
121042,19451210,    0,    0
121042,19451211,   27,    0
121042,19451212,   15,    0
121042,19451213,   50,    0
121042,19451214,    0,    0
121042,19451215,    2,    0
121042,19451216,    8,    0
121042,19451217,    1,    0
121042,19451218,    0,    0
121042,19451219,    0,    0
121042,19451220,    0,    0
121042,19451221,    0,    0
121042,19451222,    0,    0
121042,19451223,    0,    0
121042,19451224,    0,    0
121042,19451225,    0,    0
121042,19451226,   50,    0
121042,19451227,   85,    0
121042,19451228,   15,    0
121042,19451229,   75,    0
121042,19451230,    0,    0
121042,19451231,    0,    0
121042,19460101,    0,    0
121042,19460102,    0,    0
121042,19460103,    0,    0
121042,19460104,    0,    0
121042,19460105,    0,    0
121042,19460106,    0,    0
121042,19460107,    0,    0
121042,19460108,    0,    0
121042,19460109,    8,    0
121042,19460110,   60,    0
121042,19460111,   20,    0
121042,19460112,   71,    0
121042,19460113,    2,    0
121042,19460114,    0,    0
121042,19460115,    0,    0
121042,19460116,    0,    0
121042,19460117,    0,    0
121042,19460118,    0,    0
121042,19460119,    0,    0
121042,19460120,    0,    0
121042,19460121,    0,    0
121042,19460122,    0,    0
121042,19460123,    0,    0
121042,19460124,    0,    0
121042,19460125,    0,    0
121042,19460126,    0,    0
121042,19460127,    7,    0
121042,19460128,   13,    0
121042,19460129,   60,    0
121042,19460130,   38,    0
121042,19460131,   13,    0
121042,19460201,   11,    0
121042,19460202,    5,    0
121042,19460203,   46,    0
121042,19460204,  127,    0
121042,19460205,   13,    0
121042,19460206,   19,    0
121042,19460207,  125,    0
121042,19460208,  113,    0
121042,19460209,   82,    0
121042,19460210,   36,    0
121042,19460211,   73,    0
121042,19460212,    2,    0
121042,19460213,    0,    0
121042,19460214,   17,    0
121042,19460215,    1,    0
121042,19460216,   26,    0
121042,19460217,    4,    0
121042,19460218,    4,    0
121042,19460219,   50,    0
121042,19460220,  105,    0
121042,19460221,   34,    0
121042,19460222,  150,    0
121042,19460223,   47,    0
121042,19460224,    3,    0
121042,19460225,    0,    0
121042,19460226,   13,    0
121042,19460227,   14,    0
121042,19460228,   43,    0
121042,19460301,    4,    0
121042,19460302,    5,    0
121042,19460303,    0,    0
121042,19460304,    9,    0
121042,19460305,   59,    0
121042,19460306,    6,    0
121042,19460307,    0,    0
121042,19460308,    0,    0
121042,19460309,    1,    0
121042,19460310,    0,    0
121042,19460311,    0,    0
121042,19460312,   48,    0
121042,19460313,    0,    0
121042,19460314,    0,    0
121042,19460315,    0,    0
121042,19460316,    0,    0
121042,19460317,    0,    0
121042,19460318,    0,    0
121042,19460319,    0,    0
121042,19460320,    0,    0
121042,19460321,   42,    0
121042,19460322,   64,    0
121042,19460323,    0,    0
121042,19460324,    5,    0
121042,19460325,    0,    0
121042,19460326,    0,    0
121042,19460327,    0,    0
121042,19460328,    0,    0
121042,19460329,    0,    0
121042,19460330,    0,    0
121042,19460331,    0,    0
121042,19460401,    0,    0
121042,19460402,    0,    0
121042,19460403,    0,    0
121042,19460404,    0,    0
121042,19460405,   22,    0
121042,19460406,    4,    0
121042,19460407,    0,    0
121042,19460408,    0,    0
121042,19460409,    0,    0
121042,19460410,    0,    0
